"Station.number";"Catchment.area";"Station.level";"Factors.affecting.runoff";"Mean.GDF";"Maximum.GDF";"Q95";"Q70";"Q50";"Q10";"Base.flow.index";"QMED";"Start.of.peak.flow.record";"End.of.peak.flow.record";"Minimum.altitude";"X50.percentile.altitude";"X90.percentile.altitude";"Maximum.altitude";"SAAR.1961.1990..mm.";"SAAR.1941.1970..mm.";"ALTBAR..m.";"ASPBAR..Â..";"ASPVAR..Â..";"BFIHOST....";"CENTROID.easting..m.";"CENTROID.northing..m.";"DPLBAR..km.";"DPSBAR..m.km.";"FARL";"FPDBAR..m.";"FPEXT";"FPLOC..m.";"IH.DTM.area..kmÂ².";"IH.DTM.height..m.";"LDP..km.";"PROPWET";"SPRHOST....";"URBCON1990";"URBCON2000";"URBEXT1990";"URBEXT2000";"URBLOC1990";"URBLOC2000";"N_couple";"Distance"
"33006";"270";"5.3";"24";"1.9";"13";"0.49";"1.1";"1.6";"3.7";"0.82";"7";"1956";;"7.7";"46";"70";"94";"660";"670";"46";"200";"0.13";"0.76";;;"23";"20";"0.95";"0.81";"0.14";"0.93";"260";"8.4";"39";"0.3";"20";"0.59";"0.72";"0.014";"0.014";"1.2";"1.1";"57082";"36.0028791"
"34011";"160";"34";"11";"0.86";"8.8";"0.24";"0.49";"0.69";"1.6";"0.82";"4.9";"1966";;"33";"63";"76";"93";"700";"700";"62";"50";"0.12";"0.86";;;"15";"17";"0.99";"0.73";"0.14";"0.99";"160";"33";"27";"0.29";"14";"0.55";"0.71";"0.017";"0.011";"0.82";"0.75";"57082";"36.0028791"
"33006";"270";"5.3";"24";"1.9";"13";"0.49";"1.1";"1.6";"3.7";"0.82";"7";"1956";;"7.7";"46";"70";"94";"660";"670";"46";"200";"0.13";"0.76";;;"23";"20";"0.95";"0.81";"0.14";"0.93";"260";"8.4";"39";"0.3";"20";"0.59";"0.72";"0.014";"0.014";"1.2";"1.1";"57090";"62.43082438"
"36003";"54";"16";"8";"0.22";"6.8";"0.063";"0.1";"0.14";"0.42";"0.63";"3.9";"1961";;"17";"62";"72";"85";"570";"600";"60";"150";"0.13";"0.56";;;"9.2";"27";"0.99";"0.51";"0.093";"1.1";"57";"17";"16";"0.26";"38";"0.43";"0.68";"0.0091";"0.012";"1.2";"1.1";"57090";"62.43082438"
"33006";"270";"5.3";"24";"1.9";"13";"0.49";"1.1";"1.6";"3.7";"0.82";"7";"1956";;"7.7";"46";"70";"94";"660";"670";"46";"200";"0.13";"0.76";;;"23";"20";"0.95";"0.81";"0.14";"0.93";"260";"8.4";"39";"0.3";"20";"0.59";"0.72";"0.014";"0.014";"1.2";"1.1";"57102";"72.96435929"
"37005";"240";"8.2";"42";"1.1";"30";"0.21";"0.37";"0.56";"2.2";"0.52";"12";"1958";;"10";"68";"91";"110";"570";"600";"66";"120";"0.15";"0.54";;;"25";"30";"0.97";"0.55";"0.076";"0.95";"240";"10";"46";"0.25";"38";"0.54";"0.76";"0.014";"0.022";"0.83";"0.79";"57102";"72.96435929"
"33006";"270";"5.3";"24";"1.9";"13";"0.49";"1.1";"1.6";"3.7";"0.82";"7";"1956";;"7.7";"46";"70";"94";"660";"670";"46";"200";"0.13";"0.76";;;"23";"20";"0.95";"0.81";"0.14";"0.93";"260";"8.4";"39";"0.3";"20";"0.59";"0.72";"0.014";"0.014";"1.2";"1.1";"57226";"372.5194673"
"50002";"660";"14";"73";"16";"340";"0.89";"3.3";"7.2";"40";"0.38";"240";"1960";;"11";"150";"220";"620";"1200";"1200";"160";"360";"0.06";"0.42";;;"42";"81";"1";"0.74";"0.05";"0.94";"660";"18";"75";"0.49";"41";;;"0.0013";"0.0036";;;"57226";"372.5194673"
"33007";"150";"4.6";"24";"1.1";"7";"0.39";"0.72";"0.94";"2";"0.91";"3.6";"1953";;"7.5";"64";"80";"92";"680";"690";"58";"270";"0.09";"0.8";;;"18";"23";"0.93";"0.71";"0.13";"0.98";"150";"7.5";"42";"0.26";"17";"0.52";"0.64";"0.0092";"0.0059";"0.94";"0.93";"57429";"32.91374057"
"33019";"320";"11";"8";"1.9";"15";"0.47";"0.9";"1.4";"3.8";"0.78";"7.3";"1960";;"10";"39";"53";"71";"620";"640";"39";"220";"0.08";"0.71";;;"28";"14";"0.93";"1";"0.19";"1";"310";"10";"46";"0.31";"24";"0.62";"0.77";"0.014";"0.014";"0.95";"0.88";"57429";"32.91374057"
"33007";"150";"4.6";"24";"1.1";"7";"0.39";"0.72";"0.94";"2";"0.91";"3.6";"1953";;"7.5";"64";"80";"92";"680";"690";"58";"270";"0.09";"0.8";;;"18";"23";"0.93";"0.71";"0.13";"0.98";"150";"7.5";"42";"0.26";"17";"0.52";"0.64";"0.0092";"0.0059";"0.94";"0.93";"57451";"44.61921486"
"34005";"73";"9.4";"11";"0.35";"8.8";"0.086";"0.16";"0.24";"0.69";"0.64";"3.1";"1961";;"10";"47";"58";"82";"650";"640";"46";"63";"0.15";"0.6";;;"14";"20";"0.97";"0.87";"0.16";"1.1";"72";"10";"25";"0.31";"33";"0.68";"0.79";"0.031";"0.029";"1.2";"1.3";"57451";"44.61921486"
"33007";"150";"4.6";"24";"1.1";"7";"0.39";"0.72";"0.94";"2";"0.91";"3.6";"1953";;"7.5";"64";"80";"92";"680";"690";"58";"270";"0.09";"0.8";;;"18";"23";"0.93";"0.71";"0.13";"0.98";"150";"7.5";"42";"0.26";"17";"0.52";"0.64";"0.0092";"0.0059";"0.94";"0.93";"57454";"55.78780316"
"34010";"150";"20";"31";"0.75";"53";"0.078";"0.17";"0.31";"1.7";"0.45";;;;"21";"42";"52";"61";"600";"610";"41";"150";"0.09";"0.44";;;"12";"15";"1";"1";"0.18";"1";"150";"21";"21";"0.29";"35";"0.6";"0.78";"0.019";"0.018";"0.77";"0.71";"57454";"55.78780316"
"33007";"150";"4.6";"24";"1.1";"7";"0.39";"0.72";"0.94";"2";"0.91";"3.6";"1953";;"7.5";"64";"80";"92";"680";"690";"58";"270";"0.09";"0.8";;;"18";"23";"0.93";"0.71";"0.13";"0.98";"150";"7.5";"42";"0.26";"17";"0.52";"0.64";"0.0092";"0.0059";"0.94";"0.93";"57535";"228.1110016"
"42006";"73";"29";"6";"0.99";"7.7";"0.2";"0.43";"0.73";"2";"0.93";"2.9";"1958";;"30";"110";"170";"260";"900";"930";"110";"240";"0.16";"0.95";;;"13";"84";"0.98";"0.36";"0.049";"0.91";"76";"30";"25";"0.34";"5.5";;"0.57";"0.0032";"0.0088";;"0.85";"57535";"228.1110016"
"33009";"1300";"41";"58";"9.6";"140";"1.5";"2.9";"4.9";"23";"0.53";"84";"1951";"1996";"40";"100";"140";"250";"640";"660";"110";"82";"0.05";"0.45";;;"59";"31";"0.93";"0.99";"0.12";"0.94";"1300";"41";"96";"0.3";"40";"0.61";"0.78";"0.02";"0.033";"0.85";"0.87";"57720";"21.67162364"
"33012";"140";"17";"3";"0.61";"22";"0.02";"0.049";"0.11";"1.4";"0.26";"17";"1960";;"18";"63";"88";"100";"590";"610";"61";"87";"0.18";"0.31";;;"17";"26";"0.99";"0.77";"0.12";"0.88";"140";"18";"31";"0.24";"49";"0.38";"0.58";"0.0074";"0.0073";"0.89";"0.89";"57720";"21.67162364"
"33009";"1300";"41";"58";"9.6";"140";"1.5";"2.9";"4.9";"23";"0.53";"84";"1951";"1996";"40";"100";"140";"250";"640";"660";"110";"82";"0.05";"0.45";;;"59";"31";"0.93";"0.99";"0.12";"0.94";"1300";"41";"96";"0.3";"40";"0.61";"0.78";"0.02";"0.033";"0.85";"0.87";"57728";"73.20542987"
"33023";"100";"3.9";"8";"0.25";"4.4";"0.018";"0.057";"0.13";"0.58";"0.7";"3.2";"1962";;"8";"73";"110";"120";"580";"600";"65";"350";"0.28";"0.56";;;"7.1";"22";"1";;"0.13";;"110";;"34";"0.21";"19";"0.009";"0.66";"0.0089";"0.0069";"0.81";"0.68";"57728";"73.20542987"
"33009";"1300";"41";"58";"9.6";"140";"1.5";"2.9";"4.9";"23";"0.53";"84";"1951";"1996";"40";"100";"140";"250";"640";"660";"110";"82";"0.05";"0.45";;;"59";"31";"0.93";"0.99";"0.12";"0.94";"1300";"41";"96";"0.3";"40";"0.61";"0.78";"0.02";"0.033";"0.85";"0.87";"57730";"39.13140813"
"33027";"120";"18";"8";"0.51";"8.7";"0.068";"0.16";"0.26";"1.2";"0.66";"5.7";"1965";;"19";"44";"81";"170";"560";"570";"50";"18";"0.22";"0.61";;;"11";"22";"1";"1";"0.2";"0.83";"130";"19";"21";"0.24";"32";"0.4";"0.7";"0.0077";"0.013";"0.91";"0.91";"57730";"39.13140813"
"33009";"1300";"41";"58";"9.6";"140";"1.5";"2.9";"4.9";"23";"0.53";"84";"1951";"1996";"40";"100";"140";"250";"640";"660";"110";"82";"0.05";"0.45";;;"59";"31";"0.93";"0.99";"0.12";"0.94";"1300";"41";"96";"0.3";"40";"0.61";"0.78";"0.02";"0.033";"0.85";"0.87";"57761";"92.40416903"
"36004";"47";"35";"11";"0.26";"10";"0.034";"0.07";"0.12";"0.58";"0.46";"5.3";"1965";;"33";"80";"110";"130";"590";"610";"80";"180";"0.18";"0.44";;;"9.6";"29";"1";"0.46";"0.065";"1";"50";"33";"21";"0.28";"41";"0.44";"0.7";"0.0057";"0.0057";"0.95";"0.66";"57761";"92.40416903"
"33009";"1300";"41";"58";"9.6";"140";"1.5";"2.9";"4.9";"23";"0.53";"84";"1951";"1996";"40";"100";"140";"250";"640";"660";"110";"82";"0.05";"0.45";;;"59";"31";"0.93";"0.99";"0.12";"0.94";"1300";"41";"96";"0.3";"40";"0.61";"0.78";"0.02";"0.033";"0.85";"0.87";"57766";"96.45016825"
"36009";"26";"59";"17";"0.13";"6.3";"0.002";"0.011";"0.031";"0.32";"0.32";"4.1";"1968";;"59";"89";"94";"110";"600";"610";"87";"150";"0.1";"0.4";;;"5.5";"18";"1";"0.61";"0.11";"1.1";"26";"59";"11";"0.28";"47";;"0.5";"0.0046";"0.0052";;"1.1";"57766";"96.45016825"
"33009";"1300";"41";"58";"9.6";"140";"1.5";"2.9";"4.9";"23";"0.53";"84";"1951";"1996";"40";"100";"140";"250";"640";"660";"110";"82";"0.05";"0.45";;;"59";"31";"0.93";"0.99";"0.12";"0.94";"1300";"41";"96";"0.3";"40";"0.61";"0.78";"0.02";"0.033";"0.85";"0.87";"57771";"95.33884984"
"37003";"78";"15";"28";"0.29";"9.7";"0.034";"0.087";"0.13";"0.59";"0.48";"5.6";"1963";;"15";"61";"77";"93";"570";"590";"59";"150";"0.21";"0.46";;;"14";"19";"0.99";"0.61";"0.12";"1.1";"78";"15";"29";"0.31";"42";"0.43";"0.75";"0.0074";"0.012";"0.85";"0.99";"57771";"95.33884984"
"33009";"1300";"41";"58";"9.6";"140";"1.5";"2.9";"4.9";"23";"0.53";"84";"1951";"1996";"40";"100";"140";"250";"640";"660";"110";"82";"0.05";"0.45";;;"59";"31";"0.93";"0.99";"0.12";"0.94";"1300";"41";"96";"0.3";"40";"0.61";"0.78";"0.02";"0.033";"0.85";"0.87";"57775";"90.88338189"
"37008";"190";"23";"26";"1.1";"29";"0.29";"0.44";"0.6";"2.1";"0.57";"14";"1965";;"22";"80";"100";"120";"580";"600";"77";"130";"0.18";"0.49";;;"26";"28";"0.98";"0.56";"0.074";"0.91";"190";"22";"45";"0.31";"39";"0.63";"0.78";"0.023";"0.032";"0.55";"0.59";"57775";"90.88338189"
"33009";"1300";"41";"58";"9.6";"140";"1.5";"2.9";"4.9";"23";"0.53";"84";"1951";"1996";"40";"100";"140";"250";"640";"660";"110";"82";"0.05";"0.45";;;"59";"31";"0.93";"0.99";"0.12";"0.94";"1300";"41";"96";"0.3";"40";"0.61";"0.78";"0.02";"0.033";"0.85";"0.87";"57787";"101.7474332"
"37031";"72";"5.8";"2";"0.34";"21";"0.044";"0.077";"0.13";"0.73";"0.27";"13";"1962";;"5.8";"32";"68";"120";"570";"590";"37";"86";"0.24";"0.22";;;"8.1";"30";"0.97";"0.84";"0.14";"0.86";"70";"5.8";"16";"0.27";"49";"0.77";"0.89";"0.14";"0.24";"1";"0.99";"57787";"101.7474332"
"33009";"1300";"41";"58";"9.6";"140";"1.5";"2.9";"4.9";"23";"0.53";"84";"1951";"1996";"40";"100";"140";"250";"640";"660";"110";"82";"0.05";"0.45";;;"59";"31";"0.93";"0.99";"0.12";"0.94";"1300";"41";"96";"0.3";"40";"0.61";"0.78";"0.02";"0.033";"0.85";"0.87";"57789";"60.8472496"
"38002";"79";"36";"11";"0.29";"11";"0.044";"0.083";"0.13";"0.57";"0.53";"6.8";"1980";;"37";"93";"120";"140";"620";"630";"93";"170";"0.21";"0.51";;;"13";"35";"1";"0.42";"0.049";"0.94";"78";"37";"25";"0.31";"36";"0.47";"0.68";"0.013";"0.014";"0.77";"0.85";"57789";"60.8472496"
"33009";"1300";"41";"58";"9.6";"140";"1.5";"2.9";"4.9";"23";"0.53";"84";"1951";"1996";"40";"100";"140";"250";"640";"660";"110";"82";"0.05";"0.45";;;"59";"31";"0.93";"0.99";"0.12";"0.94";"1300";"41";"96";"0.3";"40";"0.61";"0.78";"0.02";"0.033";"0.85";"0.87";"57797";"89.58109309"
"39001";"9900";"4.7";"76";"65";"800";"7.6";"22";"40";"160";"0.63";"310";"1883";;"3.4";"100";"180";"330";"710";"720";"110";"110";"0.08";"0.65";;;"140";"42";"0.94";"1.4";"0.15";"0.97";"9900";"3.5";"270";"0.3";"27";"0.68";"0.84";"0.043";"0.066";"0.73";"0.68";"57797";"89.58109309"
"33009";"1300";"41";"58";"9.6";"140";"1.5";"2.9";"4.9";"23";"0.53";"84";"1951";"1996";"40";"100";"140";"250";"640";"660";"110";"82";"0.05";"0.45";;;"59";"31";"0.93";"0.99";"0.12";"0.94";"1300";"41";"96";"0.3";"40";"0.61";"0.78";"0.02";"0.033";"0.85";"0.87";"57798";"73.51917937"
"39002";"3400";"46";"20";"29";"350";"3.3";"8.9";"17";"69";"0.64";"150";"1938";"2016";"43";"110";"200";"330";"690";"720";"120";"130";"0.15";"0.65";;;"81";"37";"0.95";"1.6";"0.18";"0.88";"3500";"43";"140";"0.31";"27";"0.68";"0.81";"0.026";"0.03";"0.9";"0.87";"57798";"73.51917937"
"33009";"1300";"41";"58";"9.6";"140";"1.5";"2.9";"4.9";"23";"0.53";"84";"1951";"1996";"40";"100";"140";"250";"640";"660";"110";"82";"0.05";"0.45";;;"59";"31";"0.93";"0.99";"0.12";"0.94";"1300";"41";"96";"0.3";"40";"0.61";"0.78";"0.02";"0.033";"0.85";"0.87";"57803";"69.52440443"
"39008";"1600";"60";"54";"14";"100";"1.1";"4.2";"8.9";"33";"0.67";"75";"1951";"2016";"60";"120";"220";"330";"730";"760";"140";"130";"0.18";"0.69";;;"58";"39";"0.95";"1.9";"0.19";"0.83";"1600";"60";"97";"0.32";"24";"0.67";"0.82";"0.024";"0.027";"0.97";"0.99";"57803";"69.52440443"
"33009";"1300";"41";"58";"9.6";"140";"1.5";"2.9";"4.9";"23";"0.53";"84";"1951";"1996";"40";"100";"140";"250";"640";"660";"110";"82";"0.05";"0.45";;;"59";"31";"0.93";"0.99";"0.12";"0.94";"1300";"41";"96";"0.3";"40";"0.61";"0.78";"0.02";"0.033";"0.85";"0.87";"57917";"91.90163804"
"54002";"2200";"20";"58";"16";"410";"3";"6.1";"8.6";"35";"0.52";"180";"1848";;"21";"96";"150";"320";"650";"670";"99";"290";"0.03";"0.4";;;"65";"38";"0.97";"1";"0.11";"0.94";"2200";"23";"130";"0.29";"43";"0.74";"0.85";"0.042";"0.049";"1";"1.1";"57917";"91.90163804"
"33009";"1300";"41";"58";"9.6";"140";"1.5";"2.9";"4.9";"23";"0.53";"84";"1951";"1996";"40";"100";"140";"250";"640";"660";"110";"82";"0.05";"0.45";;;"59";"31";"0.93";"0.99";"0.12";"0.94";"1300";"41";"96";"0.3";"40";"0.61";"0.78";"0.02";"0.033";"0.85";"0.87";"57923";"74.41212608"
"54010";"320";"38";"2";"2.2";"90";"0.25";"0.56";"1";"5.1";"0.49";;;;"38";"110";"190";"310";"660";"680";"120";"2";"0.11";"0.39";;;"26";"58";"0.99";"0.53";"0.059";"0.82";"320";"38";"44";"0.3";"45";"0.57";"0.7";"0.015";"0.01";"0.98";"1";"57923";"74.41212608"
"33009";"1300";"41";"58";"9.6";"140";"1.5";"2.9";"4.9";"23";"0.53";"84";"1951";"1996";"40";"100";"140";"250";"640";"660";"110";"82";"0.05";"0.45";;;"59";"31";"0.93";"0.99";"0.12";"0.94";"1300";"41";"96";"0.3";"40";"0.61";"0.78";"0.02";"0.033";"0.85";"0.87";"57925";"146.8859911"
"54012";"850";"45";"8";"6.8";"56";"2.3";"3.6";"4.9";"13";"0.7";"36";"1959";;"46";"89";"130";"390";"690";"720";"93";"240";"0.04";"0.62";;;"30";"28";"0.97";"1.2";"0.16";"0.98";"850";"47";"54";"0.34";"29";"0.62";"0.8";"0.02";"0.029";"0.77";"0.74";"57925";"146.8859911"
"33009";"1300";"41";"58";"9.6";"140";"1.5";"2.9";"4.9";"23";"0.53";"84";"1951";"1996";"40";"100";"140";"250";"640";"660";"110";"82";"0.05";"0.45";;;"59";"31";"0.93";"0.99";"0.12";"0.94";"1300";"41";"96";"0.3";"40";"0.61";"0.78";"0.02";"0.033";"0.85";"0.87";"57928";"121.9563485"
"54017";"290";"9.1";"10";"2.1";"130";"0.31";"0.55";"1";"4.7";"0.47";"50";"1961";;"9.5";"66";"140";"320";"690";"710";"74";"110";"0.1";"0.57";;;"21";"60";"0.99";"0.61";"0.077";"0.9";"290";"9.5";"41";"0.33";"36";"0.54";"0.74";"0.012";"0.0099";"0.98";"0.97";"57928";"121.9563485"
"33009";"1300";"41";"58";"9.6";"140";"1.5";"2.9";"4.9";"23";"0.53";"84";"1951";"1996";"40";"100";"140";"250";"640";"660";"110";"82";"0.05";"0.45";;;"59";"31";"0.93";"0.99";"0.12";"0.94";"1300";"41";"96";"0.3";"40";"0.61";"0.78";"0.02";"0.033";"0.85";"0.87";"57930";"63.54013979"
"54019";"350";"55";"45";"2.6";"63";"0.49";"0.84";"1.3";"5.8";"0.49";"32";"1962";;"55";"120";"160";"210";"650";"690";"120";"270";"0.13";"0.42";;;"38";"30";"0.95";"0.86";"0.11";"0.91";"350";"55";"62";"0.29";"43";"0.76";"0.85";"0.035";"0.045";"0.82";"0.84";"57930";"63.54013979"
"33011";"130";"13";"8";"0.45";"11";"0.071";"0.18";"0.29";"0.86";"0.71";"3.9";"1960";;"13";"39";"55";"66";"600";"600";"39";"350";"0.12";"0.65";;;"17";"17";"0.98";"0.81";"0.15";"0.98";"130";"13";"30";"0.28";"26";"0.41";"0.68";"0.0086";"0.0081";"0.98";"1.1";"58100";"1.183170473"
"33013";"210";"16";"8";"0.69";"10";"0.095";"0.27";"0.44";"1.5";"0.65";"5.3";"1949";;"13";"53";"69";"95";"590";"610";"52";"1";"0.17";"0.61";;;"21";"19";"0.97";"0.78";"0.14";"1";"200";"13";"37";"0.28";"28";"0.43";"0.7";"0.011";"0.02";"1";"1";"58100";"1.183170473"
"33011";"130";"13";"8";"0.45";"11";"0.071";"0.18";"0.29";"0.86";"0.71";"3.9";"1960";;"13";"39";"55";"66";"600";"600";"39";"350";"0.12";"0.65";;;"17";"17";"0.98";"0.81";"0.15";"0.98";"130";"13";"30";"0.28";"26";"0.41";"0.68";"0.0086";"0.0081";"0.98";"1.1";"58101";"15.26468848"
"33014";"270";"8.9";"8";"1.3";"20";"0.46";"0.76";"1";"2.3";"0.77";"8";"1960";;"9.9";"53";"98";"120";"590";"610";"59";"19";"0.16";"0.78";;;"18";"23";"0.94";"0.59";"0.11";"0.92";"270";"9.9";"33";"0.27";"18";"0.61";"0.81";"0.022";"0.035";"1";"1";"58101";"15.26468848"
"33011";"130";"13";"8";"0.45";"11";"0.071";"0.18";"0.29";"0.86";"0.71";"3.9";"1960";;"13";"39";"55";"66";"600";"600";"39";"350";"0.12";"0.65";;;"17";"17";"0.98";"0.81";"0.15";"0.98";"130";"13";"30";"0.28";"26";"0.41";"0.68";"0.0086";"0.0081";"0.98";"1.1";"58103";"3.08983074"
"33019";"320";"11";"8";"1.9";"15";"0.47";"0.9";"1.4";"3.8";"0.78";"7.3";"1960";;"10";"39";"53";"71";"620";"640";"39";"220";"0.08";"0.71";;;"28";"14";"0.93";"1";"0.19";"1";"310";"10";"46";"0.31";"24";"0.62";"0.77";"0.014";"0.014";"0.95";"0.88";"58103";"3.08983074"
"33011";"130";"13";"8";"0.45";"11";"0.071";"0.18";"0.29";"0.86";"0.71";"3.9";"1960";;"13";"39";"55";"66";"600";"600";"39";"350";"0.12";"0.65";;;"17";"17";"0.98";"0.81";"0.15";"0.98";"130";"13";"30";"0.28";"26";"0.41";"0.68";"0.0086";"0.0081";"0.98";"1.1";"58107";"24.0287814"
"33023";"100";"3.9";"8";"0.25";"4.4";"0.018";"0.057";"0.13";"0.58";"0.7";"3.2";"1962";;"8";"73";"110";"120";"580";"600";"65";"350";"0.28";"0.56";;;"7.1";"22";"1";;"0.13";;"110";;"34";"0.21";"19";"0.009";"0.66";"0.0089";"0.0069";"0.81";"0.68";"58107";"24.0287814"
"33011";"130";"13";"8";"0.45";"11";"0.071";"0.18";"0.29";"0.86";"0.71";"3.9";"1960";;"13";"39";"55";"66";"600";"600";"39";"350";"0.12";"0.65";;;"17";"17";"0.98";"0.81";"0.15";"0.98";"130";"13";"30";"0.28";"26";"0.41";"0.68";"0.0086";"0.0081";"0.98";"1.1";"58113";"5.887749293"
"33034";"690";"7.2";"8";"3.7";"29";"1.1";"1.9";"2.8";"7.2";"0.8";"16";"1968";;"8.1";"42";"60";"95";"610";"620";"42";"350";"0.05";"0.69";;;"29";"16";"0.96";"0.9";"0.16";"1";"710";"8.1";"51";"0.29";"24";"0.57";"0.75";"0.013";"0.017";"0.88";"0.85";"58113";"5.887749293"
"33011";"130";"13";"8";"0.45";"11";"0.071";"0.18";"0.29";"0.86";"0.71";"3.9";"1960";;"13";"39";"55";"66";"600";"600";"39";"350";"0.12";"0.65";;;"17";"17";"0.98";"0.81";"0.15";"0.98";"130";"13";"30";"0.28";"26";"0.41";"0.68";"0.0086";"0.0081";"0.98";"1.1";"58123";"38.46988051"
"34002";"150";"9.6";"8";"0.75";"42";"0.18";"0.31";"0.44";"1.6";"0.59";;;;"9.4";"46";"55";"71";"610";"620";"44";"55";"0.11";"0.43";;;"13";"20";"0.99";"0.94";"0.18";"1.2";"150";"9.4";"27";"0.29";"37";"0.53";"0.69";"0.019";"0.015";"0.86";"0.89";"58123";"38.46988051"
"33011";"130";"13";"8";"0.45";"11";"0.071";"0.18";"0.29";"0.86";"0.71";"3.9";"1960";;"13";"39";"55";"66";"600";"600";"39";"350";"0.12";"0.65";;;"17";"17";"0.98";"0.81";"0.15";"0.98";"130";"13";"30";"0.28";"26";"0.41";"0.68";"0.0086";"0.0081";"0.98";"1.1";"58124";"57.79534689"
"34003";"160";"12";"11";"1.1";"16";"0.58";"0.83";"1";"1.8";"0.83";"5.4";"1959";;"12";"48";"78";"100";"670";"690";"51";"130";"0.24";"0.78";;;"14";"23";"0.97";"0.49";"0.085";"0.97";"160";"12";"26";"0.31";"21";"0.42";"0.6";"0.012";"0.0067";"1";"0.99";"58124";"57.79534689"
"33011";"130";"13";"8";"0.45";"11";"0.071";"0.18";"0.29";"0.86";"0.71";"3.9";"1960";;"13";"39";"55";"66";"600";"600";"39";"350";"0.12";"0.65";;;"17";"17";"0.98";"0.81";"0.15";"0.98";"130";"13";"30";"0.28";"26";"0.41";"0.68";"0.0086";"0.0081";"0.98";"1.1";"58125";"43.21979632"
"34004";"570";"5.2";"11";"4.1";"37";"1.4";"2.4";"3.2";"7.4";"0.75";"16";"1960";;"5.3";"50";"71";"96";"670";"670";"50";"80";"0.11";"0.69";;;"44";"21";"0.93";"0.85";"0.13";"0.99";"560";"5.4";"79";"0.3";"26";"0.59";"0.75";"0.018";"0.013";"0.96";"0.91";"58125";"43.21979632"
"33011";"130";"13";"8";"0.45";"11";"0.071";"0.18";"0.29";"0.86";"0.71";"3.9";"1960";;"13";"39";"55";"66";"600";"600";"39";"350";"0.12";"0.65";;;"17";"17";"0.98";"0.81";"0.15";"0.98";"130";"13";"30";"0.28";"26";"0.41";"0.68";"0.0086";"0.0081";"0.98";"1.1";"58126";"41.64792166"
"34005";"73";"9.4";"11";"0.35";"8.8";"0.086";"0.16";"0.24";"0.69";"0.64";"3.1";"1961";;"10";"47";"58";"82";"650";"640";"46";"63";"0.15";"0.6";;;"14";"20";"0.97";"0.87";"0.16";"1.1";"72";"10";"25";"0.31";"33";"0.68";"0.79";"0.031";"0.029";"1.2";"1.3";"58126";"41.64792166"
"33011";"130";"13";"8";"0.45";"11";"0.071";"0.18";"0.29";"0.86";"0.71";"3.9";"1960";;"13";"39";"55";"66";"600";"600";"39";"350";"0.12";"0.65";;;"17";"17";"0.98";"0.81";"0.15";"0.98";"130";"13";"30";"0.28";"26";"0.41";"0.68";"0.0086";"0.0081";"0.98";"1.1";"58127";"28.4430639"
"34007";"130";"21";"34";"0.68";"33";"0.14";"0.2";"0.29";"1.4";"0.46";"13";"1966";;"22";"52";"61";"65";"590";"600";"51";"39";"0.15";"0.43";;;"14";"15";"1";"0.96";"0.18";"1.1";"140";"22";"26";"0.28";"37";"0.4";"0.64";"0.01";"0.012";"1.1";"1";"58127";"28.4430639"
"33011";"130";"13";"8";"0.45";"11";"0.071";"0.18";"0.29";"0.86";"0.71";"3.9";"1960";;"13";"39";"55";"66";"600";"600";"39";"350";"0.12";"0.65";;;"17";"17";"0.98";"0.81";"0.15";"0.98";"130";"13";"30";"0.28";"26";"0.41";"0.68";"0.0086";"0.0081";"0.98";"1.1";"58134";"51.6428269"
"35004";"55";"2.4";"11";"0.33";"10";"0.07";"0.11";"0.14";"0.6";"0.44";"6.1";"1965";;"4.9";"38";"53";"61";"600";"610";"36";"140";"0.19";"0.46";;;"12";"23";"0.99";"0.69";"0.12";"0.91";"56";"4.9";"21";"0.26";"38";"0.41";"0.67";"0.0083";"0.017";"1.1";"1.1";"58134";"51.6428269"
"33011";"130";"13";"8";"0.45";"11";"0.071";"0.18";"0.29";"0.86";"0.71";"3.9";"1960";;"13";"39";"55";"66";"600";"600";"39";"350";"0.12";"0.65";;;"17";"17";"0.98";"0.81";"0.15";"0.98";"130";"13";"30";"0.28";"26";"0.41";"0.68";"0.0086";"0.0081";"0.98";"1.1";"58135";"27.70414593"
"35008";"130";"25";"8";"0.64";"22";"0.085";"0.13";"0.23";"1.5";"0.39";"14";"1964";;"26";"62";"83";"98";"580";"610";"63";"67";"0.16";"0.4";;;"8.9";"25";"1";"0.57";"0.099";"1.1";"130";"26";"18";"0.28";"43";"0.62";"0.8";"0.02";"0.028";"0.47";"0.49";"58135";"27.70414593"
"33011";"130";"13";"8";"0.45";"11";"0.071";"0.18";"0.29";"0.86";"0.71";"3.9";"1960";;"13";"39";"55";"66";"600";"600";"39";"350";"0.12";"0.65";;;"17";"17";"0.98";"0.81";"0.15";"0.98";"130";"13";"30";"0.28";"26";"0.41";"0.68";"0.0086";"0.0081";"0.98";"1.1";"58136";"33.29066646"
"36002";"87";"34";"11";"0.48";"24";"0.073";"0.12";"0.19";"1.1";"0.43";"8";"1961";;"34";"92";"120";"130";"600";"620";"90";"140";"0.17";"0.4";;;"12";"37";"0.98";"0.43";"0.056";"0.98";"86";"34";"23";"0.26";"44";"0.47";"0.63";"0.01";"0.0084";"0.82";"0.87";"58136";"33.29066646"
