"Station.number";"Catchment.area";"Station.level";"Factors.affecting.runoff";"Mean.GDF";"Maximum.GDF";"Q95";"Q70";"Q50";"Q10";"Base.flow.index";"QMED";"Start.of.peak.flow.record";"End.of.peak.flow.record";"Minimum.altitude";"X50.percentile.altitude";"X90.percentile.altitude";"Maximum.altitude";"SAAR.1961.1990..mm.";"SAAR.1941.1970..mm.";"ALTBAR..m.";"ASPBAR..Â..";"ASPVAR..Â..";"BFIHOST....";"CENTROID.easting..m.";"CENTROID.northing..m.";"DPLBAR..km.";"DPSBAR..m.km.";"FARL";"FPDBAR..m.";"FPEXT";"FPLOC..m.";"IH.DTM.area..kmÂ².";"IH.DTM.height..m.";"LDP..km.";"PROPWET";"SPRHOST....";"URBCON1990";"URBCON2000";"URBEXT1990";"URBEXT2000";"URBLOC1990";"URBLOC2000";"N_couple";"Distance"
"29003";"55";"15";"6";"0.45";"5.6";"0.13";"0.24";"0.35";"0.87";"0.9";"3.3";"1966";;"16";"89";"130";"150";"700";"730";"91";"69";"0.24";"0.82";;;"7.7";"60";"0.96";;"0.025";;"56";;"14";"0.29";"14";"0.026";"0.84";"0.026";"0.022";"0.3";"0.24";"48761";"76.60458371"
"31002";"340";"6.1";"11";"1.1";"24";"0.04";"0.2";"0.5";"2.8";"0.59";"16";"1959";;"8.2";"73";"110";"130";"610";"620";"63";"110";"0.26";"0.59";;;"24";"31";"0.99";;"0.13";;"340";;"53";"0.22";"27";"0.006";"0.61";"0.0063";"0.0081";"0.88";"0.87";"48761";"76.60458371"
"29003";"55";"15";"6";"0.45";"5.6";"0.13";"0.24";"0.35";"0.87";"0.9";"3.3";"1966";;"16";"89";"130";"150";"700";"730";"91";"69";"0.24";"0.82";;;"7.7";"60";"0.96";;"0.025";;"56";;"14";"0.29";"14";"0.026";"0.84";"0.026";"0.022";"0.3";"0.24";"48961";"153.7419037"
"54019";"350";"55";"45";"2.6";"63";"0.49";"0.84";"1.3";"5.8";"0.49";"32";"1962";;"55";"120";"160";"210";"650";"690";"120";"270";"0.13";"0.42";;;"38";"30";"0.95";"0.86";"0.11";"0.91";"350";"55";"62";"0.29";"43";"0.76";"0.85";"0.035";"0.045";"0.82";"0.84";"48961";"153.7419037"
"30001";"300";"17";"37";"1.9";"32";"0.38";"0.76";"1.2";"4";"0.69";"16";"1959";;"17";"91";"130";"160";"620";"630";"86";"28";"0.14";"0.59";;;"28";"30";"0.97";"0.79";"0.14";"0.81";"300";"17";"53";"0.27";"28";"0.63";"0.81";"0.019";"0.035";"0.88";"0.94";"49485";"41.9583754"
"30003";"200";"10";"61";"1.3";"47";"0.12";"0.36";"0.7";"2.9";"0.59";"16";"1960";;"9.5";"80";"130";"150";"670";"700";"80";"210";"0.2";"0.76";;;"21";"39";"0.96";"0.62";"0.081";"0.78";"200";"10";"42";"0.29";"22";"0.53";"0.71";"0.012";"0.0088";"0.74";"0.64";"49485";"41.9583754"
"30001";"300";"17";"37";"1.9";"32";"0.38";"0.76";"1.2";"4";"0.69";"16";"1959";;"17";"91";"130";"160";"620";"630";"86";"28";"0.14";"0.59";;;"28";"30";"0.97";"0.79";"0.14";"0.81";"300";"17";"53";"0.27";"28";"0.63";"0.81";"0.019";"0.035";"0.88";"0.94";"49486";"59.32518295"
"30004";"62";"15";"28";"0.5";"12";"0.15";"0.25";"0.35";"0.94";"0.65";"6.8";"1962";;"14";"61";"100";"150";"690";"700";"65";"92";"0.27";"0.57";;;"9.3";"53";"0.98";"0.47";"0.06";"0.95";"60";"14";"17";"0.29";"32";"0.39";"0.64";"0.011";"0.0059";"0.87";"0.97";"49486";"59.32518295"
"30001";"300";"17";"37";"1.9";"32";"0.38";"0.76";"1.2";"4";"0.69";"16";"1959";;"17";"91";"130";"160";"620";"630";"86";"28";"0.14";"0.59";;;"28";"30";"0.97";"0.79";"0.14";"0.81";"300";"17";"53";"0.27";"28";"0.63";"0.81";"0.019";"0.035";"0.88";"0.94";"49487";"16.7778479"
"30005";"130";"58";"41";"0.81";"10";"0.15";"0.34";"0.57";"1.7";"0.79";"6.6";;;"57";"120";"140";"160";"650";"650";"120";"81";"0.23";"0.76";;;"13";"31";"0.97";"0.48";"0.092";"1.2";"120";"57";"26";"0.27";"17";;"0.66";"0.0035";"0.014";;"1.2";"49487";"16.7778479"
"30001";"300";"17";"37";"1.9";"32";"0.38";"0.76";"1.2";"4";"0.69";"16";"1959";;"17";"91";"130";"160";"620";"630";"86";"28";"0.14";"0.59";;;"28";"30";"0.97";"0.79";"0.14";"0.81";"300";"17";"53";"0.27";"28";"0.63";"0.81";"0.019";"0.035";"0.88";"0.94";"49489";"51.21471537"
"30011";"63";"52";"49";"0.34";"10";"0.072";"0.15";"0.23";"0.71";"0.74";"2.3";"1966";;"53";"110";"130";"150";"700";"740";"110";"150";"0.11";"0.84";;;"11";"45";"0.95";"0.31";"0.052";"1";"65";"53";"18";"0.29";"16";;;"0.0048";"0.0018";;;"49489";"51.21471537"
"30001";"300";"17";"37";"1.9";"32";"0.38";"0.76";"1.2";"4";"0.69";"16";"1959";;"17";"91";"130";"160";"620";"630";"86";"28";"0.14";"0.59";;;"28";"30";"0.97";"0.79";"0.14";"0.81";"300";"17";"53";"0.27";"28";"0.63";"0.81";"0.019";"0.035";"0.88";"0.94";"49494";"42.3541493"
"31002";"340";"6.1";"11";"1.1";"24";"0.04";"0.2";"0.5";"2.8";"0.59";"16";"1959";;"8.2";"73";"110";"130";"610";"620";"63";"110";"0.26";"0.59";;;"24";"31";"0.99";;"0.13";;"340";;"53";"0.22";"27";"0.006";"0.61";"0.0063";"0.0081";"0.88";"0.87";"49494";"42.3541493"
"30001";"300";"17";"37";"1.9";"32";"0.38";"0.76";"1.2";"4";"0.69";"16";"1959";;"17";"91";"130";"160";"620";"630";"86";"28";"0.14";"0.59";;;"28";"30";"0.97";"0.79";"0.14";"0.81";"300";"17";"53";"0.27";"28";"0.63";"0.81";"0.019";"0.035";"0.88";"0.94";"49495";"47.59268698"
"31004";"720";"13";"55";"3.7";"77";"0.46";"1.3";"1.9";"8.5";"0.51";"35";"1968";;"13";"100";"150";"230";"630";"640";"100";"99";"0.17";"0.48";;;"45";"48";"0.93";"0.75";"0.087";"0.97";"710";"13";"80";"0.29";"38";"0.63";"0.79";"0.012";"0.018";"0.76";"0.85";"49495";"47.59268698"
"30001";"300";"17";"37";"1.9";"32";"0.38";"0.76";"1.2";"4";"0.69";"16";"1959";;"17";"91";"130";"160";"620";"630";"86";"28";"0.14";"0.59";;;"28";"30";"0.97";"0.79";"0.14";"0.81";"300";"17";"53";"0.27";"28";"0.63";"0.81";"0.019";"0.035";"0.88";"0.94";"49496";"50.02201057"
"31005";"420";"30";"45";;;;;;;;"37";"1960";;"32";"110";"160";"220";"640";"640";"110";"98";"0.11";"0.38";;;"35";"51";"0.97";"0.83";"0.098";"0.9";"420";"32";"58";"0.3";"45";"0.59";"0.77";"0.0081";"0.013";"1.1";"1.1";"49496";"50.02201057"
"30001";"300";"17";"37";"1.9";"32";"0.38";"0.76";"1.2";"4";"0.69";"16";"1959";;"17";"91";"130";"160";"620";"630";"86";"28";"0.14";"0.59";;;"28";"30";"0.97";"0.79";"0.14";"0.81";"300";"17";"53";"0.27";"28";"0.63";"0.81";"0.019";"0.035";"0.88";"0.94";"49497";"46.49377608"
"31010";"69";"38";"17";"0.52";"13";"0.075";"0.17";"0.27";"1.1";"0.53";"9.5";"1968";;"39";"110";"160";"230";"640";"640";"110";"110";"0.17";"0.53";;;"11";"62";"1";"0.29";"0.032";"0.81";"69";"39";"25";"0.3";"33";;;"0.0041";"0.005";;;"49497";"46.49377608"
"30001";"300";"17";"37";"1.9";"32";"0.38";"0.76";"1.2";"4";"0.69";"16";"1959";;"17";"91";"130";"160";"620";"630";"86";"28";"0.14";"0.59";;;"28";"30";"0.97";"0.79";"0.14";"0.81";"300";"17";"53";"0.27";"28";"0.63";"0.81";"0.019";"0.035";"0.88";"0.94";"49499";"59.12505145"
"32002";"90";"15";"45";"0.8";"14";"0.27";"0.51";"0.64";"1.4";"0.73";"6";"1938";;"16";"91";"120";"140";"600";"610";"88";"110";"0.23";"0.37";;;"20";"29";"0.9";"0.58";"0.088";"1.1";"94";"16";"38";"0.25";"43";"0.75";"0.87";"0.064";"0.11";"1.4";"1.4";"49499";"59.12505145"
"30001";"300";"17";"37";"1.9";"32";"0.38";"0.76";"1.2";"4";"0.69";"16";"1959";;"17";"91";"130";"160";"620";"630";"86";"28";"0.14";"0.59";;;"28";"30";"0.97";"0.79";"0.14";"0.81";"300";"17";"53";"0.27";"28";"0.63";"0.81";"0.019";"0.035";"0.88";"0.94";"49500";"69.59481223"
"32003";"74";"30";"17";"0.43";"31";"0.073";"0.13";"0.19";"0.93";"0.47";"13";"1938";;"31";"90";"120";"150";"620";"620";"89";"110";"0.19";"0.41";;;"13";"38";"1";"0.47";"0.062";"1";"70";"31";"27";"0.3";"41";"0.53";"0.76";"0.0081";"0.017";"1.1";"1.2";"49500";"69.59481223"
"30001";"300";"17";"37";"1.9";"32";"0.38";"0.76";"1.2";"4";"0.69";"16";"1959";;"17";"91";"130";"160";"620";"630";"86";"28";"0.14";"0.59";;;"28";"30";"0.97";"0.79";"0.14";"0.81";"300";"17";"53";"0.27";"28";"0.63";"0.81";"0.019";"0.035";"0.88";"0.94";"49501";"76.94432698"
"32004";"190";"45";"51";"1.3";"36";"0.19";"0.43";"0.7";"3";"0.53";"15";"1943";;"47";"110";"150";"200";"640";"630";"110";"97";"0.16";"0.54";;;"19";"40";"0.97";"0.47";"0.06";"1";"190";"47";"45";"0.29";"35";"0.75";"0.86";"0.035";"0.063";"0.6";"0.64";"49501";"76.94432698"
"30001";"300";"17";"37";"1.9";"32";"0.38";"0.76";"1.2";"4";"0.69";"16";"1959";;"17";"91";"130";"160";"620";"630";"86";"28";"0.14";"0.59";;;"28";"30";"0.97";"0.79";"0.14";"0.81";"300";"17";"53";"0.27";"28";"0.63";"0.81";"0.019";"0.035";"0.88";"0.94";"49503";"87.12345407"
"32007";"230";"59";"55";"1.1";"25";"0.22";"0.41";"0.62";"2.3";"0.58";"19";"1940";;"59";"120";"150";"210";"650";"640";"120";"160";"0.14";"0.54";;;"15";"43";"0.92";"0.49";"0.061";"0.89";"230";"59";"25";"0.3";"35";"0.68";"0.82";"0.019";"0.042";"0.36";"0.51";"49503";"87.12345407"
"30001";"300";"17";"37";"1.9";"32";"0.38";"0.76";"1.2";"4";"0.69";"16";"1959";;"17";"91";"130";"160";"620";"630";"86";"28";"0.14";"0.59";;;"28";"30";"0.97";"0.79";"0.14";"0.81";"300";"17";"53";"0.27";"28";"0.63";"0.81";"0.019";"0.035";"0.88";"0.94";"49505";"53.98447692"
"32010";"1500";"7.9";"55";;;;;;;;"62";"1939";;"9.1";"92";"140";"220";"620";"630";"93";"91";"0.1";"0.52";;;"74";"36";"0.92";"1";"0.098";"0.9";"1500";"9.1";"120";"0.28";"37";"0.7";"0.82";"0.031";"0.049";"0.99";"1";"49505";"53.98447692"
"30001";"300";"17";"37";"1.9";"32";"0.38";"0.76";"1.2";"4";"0.69";"16";"1959";;"17";"91";"130";"160";"620";"630";"86";"28";"0.14";"0.59";;;"28";"30";"0.97";"0.79";"0.14";"0.81";"300";"17";"53";"0.27";"28";"0.63";"0.81";"0.019";"0.035";"0.88";"0.94";"49506";"100.6741243"
"33002";"1500";"25";"58";"11";"280";"1.1";"3.2";"5.4";"27";"0.53";;;;"24";"100";"140";"250";"640";"650";"100";"94";"0.06";"0.45";;;"92";"31";"0.94";"1.1";"0.12";"0.95";"1500";"24";"140";"0.3";"40";"0.62";"0.79";"0.022";"0.035";"0.85";"0.88";"49506";"100.6741243"
"30001";"300";"17";"37";"1.9";"32";"0.38";"0.76";"1.2";"4";"0.69";"16";"1959";;"17";"91";"130";"160";"620";"630";"86";"28";"0.14";"0.59";;;"28";"30";"0.97";"0.79";"0.14";"0.81";"300";"17";"53";"0.27";"28";"0.63";"0.81";"0.019";"0.035";"0.88";"0.94";"49509";"92.15644513"
"33009";"1300";"41";"58";"9.6";"140";"1.5";"2.9";"4.9";"23";"0.53";"84";"1951";"1996";"40";"100";"140";"250";"640";"660";"110";"82";"0.05";"0.45";;;"59";"31";"0.93";"0.99";"0.12";"0.94";"1300";"41";"96";"0.3";"40";"0.61";"0.78";"0.02";"0.033";"0.85";"0.87";"49509";"92.15644513"
"30001";"300";"17";"37";"1.9";"32";"0.38";"0.76";"1.2";"4";"0.69";"16";"1959";;"17";"91";"130";"160";"620";"630";"86";"28";"0.14";"0.59";;;"28";"30";"0.97";"0.79";"0.14";"0.81";"300";"17";"53";"0.27";"28";"0.63";"0.81";"0.019";"0.035";"0.88";"0.94";"49511";"90.47594614"
"33012";"140";"17";"3";"0.61";"22";"0.02";"0.049";"0.11";"1.4";"0.26";"17";"1960";;"18";"63";"88";"100";"590";"610";"61";"87";"0.18";"0.31";;;"17";"26";"0.99";"0.77";"0.12";"0.88";"140";"18";"31";"0.24";"49";"0.38";"0.58";"0.0074";"0.0073";"0.89";"0.89";"49511";"90.47594614"
"30001";"300";"17";"37";"1.9";"32";"0.38";"0.76";"1.2";"4";"0.69";"16";"1959";;"17";"91";"130";"160";"620";"630";"86";"28";"0.14";"0.59";;;"28";"30";"0.97";"0.79";"0.14";"0.81";"300";"17";"53";"0.27";"28";"0.63";"0.81";"0.019";"0.035";"0.88";"0.94";"49535";"110.8872501"
"33052";"36";"3.1";"7";"0.15";"0.83";"0.045";"0.099";"0.13";"0.28";"0.96";"0.34";"1963";;"4.4";"28";"54";"97";"570";"570";"30";"290";"0.39";"0.84";;;"6.8";"26";"1";;"0.2";;"33";;"12";"0.26";"14";"0.01";"0.74";"0.01";"0.012";"0.69";"0.69";"49535";"110.8872501"
"30001";"300";"17";"37";"1.9";"32";"0.38";"0.76";"1.2";"4";"0.69";"16";"1959";;"17";"91";"130";"160";"620";"630";"86";"28";"0.14";"0.59";;;"28";"30";"0.97";"0.79";"0.14";"0.81";"300";"17";"53";"0.27";"28";"0.63";"0.81";"0.019";"0.035";"0.88";"0.94";"49541";"138.0604033"
"34004";"570";"5.2";"11";"4.1";"37";"1.4";"2.4";"3.2";"7.4";"0.75";"16";"1960";;"5.3";"50";"71";"96";"670";"670";"50";"80";"0.11";"0.69";;;"44";"21";"0.93";"0.85";"0.13";"0.99";"560";"5.4";"79";"0.3";"26";"0.59";"0.75";"0.018";"0.013";"0.96";"0.91";"49541";"138.0604033"
"30001";"300";"17";"37";"1.9";"32";"0.38";"0.76";"1.2";"4";"0.69";"16";"1959";;"17";"91";"130";"160";"620";"630";"86";"28";"0.14";"0.59";;;"28";"30";"0.97";"0.79";"0.14";"0.81";"300";"17";"53";"0.27";"28";"0.63";"0.81";"0.019";"0.035";"0.88";"0.94";"49547";"100.1480213"
"34012";"80";"2.6";"8";"0.31";"1.3";"0.1";"0.2";"0.27";"0.54";"0.96";"1";"1966";;"5";"52";"65";"83";"670";"680";"48";"25";"0.13";"0.96";;;"8.5";"27";"1";"0.45";"0.098";"1.1";"84";"5.1";"17";"0.3";"6.3";"0.51";;"0.012";"0.0049";"0.73";;"49547";"100.1480213"
"30001";"300";"17";"37";"1.9";"32";"0.38";"0.76";"1.2";"4";"0.69";"16";"1959";;"17";"91";"130";"160";"620";"630";"86";"28";"0.14";"0.59";;;"28";"30";"0.97";"0.79";"0.14";"0.81";"300";"17";"53";"0.27";"28";"0.63";"0.81";"0.019";"0.035";"0.88";"0.94";"49645";"240.7994958"
"41015";"58";"9.6";"32";"0.49";"5.1";"0.016";"0.06";"0.2";"1.3";"0.92";"2.2";"1967";;"11";"98";"160";"240";"900";"960";"97";"200";"0.35";"0.91";;;"9.3";"81";"0.98";"0.29";"0.039";"0.66";"58";"11";"17";"0.34";"9.3";"0.48";;"0.0087";"0.0037";"0.81";;"49645";"240.7994958"
"30001";"300";"17";"37";"1.9";"32";"0.38";"0.76";"1.2";"4";"0.69";"16";"1959";;"17";"91";"130";"160";"620";"630";"86";"28";"0.14";"0.59";;;"28";"30";"0.97";"0.79";"0.14";"0.81";"300";"17";"53";"0.27";"28";"0.63";"0.81";"0.019";"0.035";"0.88";"0.94";"49717";"131.5457629"
"54002";"2200";"20";"58";"16";"410";"3";"6.1";"8.6";"35";"0.52";"180";"1848";;"21";"96";"150";"320";"650";"670";"99";"290";"0.03";"0.4";;;"65";"38";"0.97";"1";"0.11";"0.94";"2200";"23";"130";"0.29";"43";"0.74";"0.85";"0.042";"0.049";"1";"1.1";"49717";"131.5457629"
"30001";"300";"17";"37";"1.9";"32";"0.38";"0.76";"1.2";"4";"0.69";"16";"1959";;"17";"91";"130";"160";"620";"630";"86";"28";"0.14";"0.59";;;"28";"30";"0.97";"0.79";"0.14";"0.81";"300";"17";"53";"0.27";"28";"0.63";"0.81";"0.019";"0.035";"0.88";"0.94";"49720";"123.7315339"
"54006";"320";"30";"3";"2.8";"42";"1.2";"1.8";"2.3";"4.7";"0.7";"19";"1980";"2018";"30";"110";"170";"310";"690";"700";"110";"250";"0.08";"0.66";;;"24";"60";"0.98";"0.43";"0.054";"1";"320";"30";"47";"0.3";"27";"0.83";"0.91";"0.17";"0.23";"1.2";"1.2";"49720";"123.7315339"
"30001";"300";"17";"37";"1.9";"32";"0.38";"0.76";"1.2";"4";"0.69";"16";"1959";;"17";"91";"130";"160";"620";"630";"86";"28";"0.14";"0.59";;;"28";"30";"0.97";"0.79";"0.14";"0.81";"300";"17";"53";"0.27";"28";"0.63";"0.81";"0.019";"0.035";"0.88";"0.94";"49725";"130.0571384"
"54012";"850";"45";"8";"6.8";"56";"2.3";"3.6";"4.9";"13";"0.7";"36";"1959";;"46";"89";"130";"390";"690";"720";"93";"240";"0.04";"0.62";;;"30";"28";"0.97";"1.2";"0.16";"0.98";"850";"47";"54";"0.34";"29";"0.62";"0.8";"0.02";"0.029";"0.77";"0.74";"49725";"130.0571384"
"30001";"300";"17";"37";"1.9";"32";"0.38";"0.76";"1.2";"4";"0.69";"16";"1959";;"17";"91";"130";"160";"620";"630";"86";"28";"0.14";"0.59";;;"28";"30";"0.97";"0.79";"0.14";"0.81";"300";"17";"53";"0.27";"28";"0.63";"0.81";"0.019";"0.035";"0.88";"0.94";"49730";"91.86081253"
"54019";"350";"55";"45";"2.6";"63";"0.49";"0.84";"1.3";"5.8";"0.49";"32";"1962";;"55";"120";"160";"210";"650";"690";"120";"270";"0.13";"0.42";;;"38";"30";"0.95";"0.86";"0.11";"0.91";"350";"55";"62";"0.29";"43";"0.76";"0.85";"0.035";"0.045";"0.82";"0.84";"49730";"91.86081253"
"30001";"300";"17";"37";"1.9";"32";"0.38";"0.76";"1.2";"4";"0.69";"16";"1959";;"17";"91";"130";"160";"620";"630";"86";"28";"0.14";"0.59";;;"28";"30";"0.97";"0.79";"0.14";"0.81";"300";"17";"53";"0.27";"28";"0.63";"0.81";"0.019";"0.035";"0.88";"0.94";"49752";"210.3003053"
"55010";"27";"310";"17";"1.7";"42";"0.16";"0.5";"0.85";"3.9";"0.31";"50";"1952";;"310";"480";"620";"750";"2300";"2300";"480";"140";"0.23";"0.39";;;"5";"210";"1";"0.31";"0.019";"0.64";"27";"310";"10";"0.66";"48";;;"1e-04";"0";;;"49752";"210.3003053"
"30003";"200";"10";"61";"1.3";"47";"0.12";"0.36";"0.7";"2.9";"0.59";"16";"1960";;"9.5";"80";"130";"150";"670";"700";"80";"210";"0.2";"0.76";;;"21";"39";"0.96";"0.62";"0.081";"0.78";"200";"10";"42";"0.29";"22";"0.53";"0.71";"0.012";"0.0088";"0.74";"0.64";"49934";"17.40135401"
"30004";"62";"15";"28";"0.5";"12";"0.15";"0.25";"0.35";"0.94";"0.65";"6.8";"1962";;"14";"61";"100";"150";"690";"700";"65";"92";"0.27";"0.57";;;"9.3";"53";"0.98";"0.47";"0.06";"0.95";"60";"14";"17";"0.29";"32";"0.39";"0.64";"0.011";"0.0059";"0.87";"0.97";"49934";"17.40135401"
"30003";"200";"10";"61";"1.3";"47";"0.12";"0.36";"0.7";"2.9";"0.59";"16";"1960";;"9.5";"80";"130";"150";"670";"700";"80";"210";"0.2";"0.76";;;"21";"39";"0.96";"0.62";"0.081";"0.78";"200";"10";"42";"0.29";"22";"0.53";"0.71";"0.012";"0.0088";"0.74";"0.64";"49935";"41.71438681"
"30005";"130";"58";"41";"0.81";"10";"0.15";"0.34";"0.57";"1.7";"0.79";"6.6";;;"57";"120";"140";"160";"650";"650";"120";"81";"0.23";"0.76";;;"13";"31";"0.97";"0.48";"0.092";"1.2";"120";"57";"26";"0.27";"17";;"0.66";"0.0035";"0.014";;"1.2";"49935";"41.71438681"
"30003";"200";"10";"61";"1.3";"47";"0.12";"0.36";"0.7";"2.9";"0.59";"16";"1960";;"9.5";"80";"130";"150";"670";"700";"80";"210";"0.2";"0.76";;;"21";"39";"0.96";"0.62";"0.081";"0.78";"200";"10";"42";"0.29";"22";"0.53";"0.71";"0.012";"0.0088";"0.74";"0.64";"49983";"100.1682421"
"34003";"160";"12";"11";"1.1";"16";"0.58";"0.83";"1";"1.8";"0.83";"5.4";"1959";;"12";"48";"78";"100";"670";"690";"51";"130";"0.24";"0.78";;;"14";"23";"0.97";"0.49";"0.085";"0.97";"160";"12";"26";"0.31";"21";"0.42";"0.6";"0.012";"0.0067";"1";"0.99";"49983";"100.1682421"
"30004";"62";"15";"28";"0.5";"12";"0.15";"0.25";"0.35";"0.94";"0.65";"6.8";"1962";;"14";"61";"100";"150";"690";"700";"65";"92";"0.27";"0.57";;;"9.3";"53";"0.98";"0.47";"0.06";"0.95";"60";"14";"17";"0.29";"32";"0.39";"0.64";"0.011";"0.0059";"0.87";"0.97";"50319";"97.22043393"
"32003";"74";"30";"17";"0.43";"31";"0.073";"0.13";"0.19";"0.93";"0.47";"13";"1938";;"31";"90";"120";"150";"620";"620";"89";"110";"0.19";"0.41";;;"13";"38";"1";"0.47";"0.062";"1";"70";"31";"27";"0.3";"41";"0.53";"0.76";"0.0081";"0.017";"1.1";"1.2";"50319";"97.22043393"
"30005";"130";"58";"41";"0.81";"10";"0.15";"0.34";"0.57";"1.7";"0.79";"6.6";;;"57";"120";"140";"160";"650";"650";"120";"81";"0.23";"0.76";;;"13";"31";"0.97";"0.48";"0.092";"1.2";"120";"57";"26";"0.27";"17";;"0.66";"0.0035";"0.014";;"1.2";"50610";"20.22290453"
"30014";"12";"2.7";"15";"0.068";"2.9";"0";"0.011";"0.032";"0.15";"0.49";"2.6";"1972";;"7.6";"45";"67";"81";"590";"620";"43";"84";"0.36";"0.34";;;"6";"29";"1";"0.73";"0.1";"0.64";"11";"7.7";"11";"0.22";"42";"0.43";"0.68";"0.0078";"0.014";"0.61";"0.68";"50610";"20.22290453"
"30005";"130";"58";"41";"0.81";"10";"0.15";"0.34";"0.57";"1.7";"0.79";"6.6";;;"57";"120";"140";"160";"650";"650";"120";"81";"0.23";"0.76";;;"13";"31";"0.97";"0.48";"0.092";"1.2";"120";"57";"26";"0.27";"17";;"0.66";"0.0035";"0.014";;"1.2";"50613";"25.85592516"
"31002";"340";"6.1";"11";"1.1";"24";"0.04";"0.2";"0.5";"2.8";"0.59";"16";"1959";;"8.2";"73";"110";"130";"610";"620";"63";"110";"0.26";"0.59";;;"24";"31";"0.99";;"0.13";;"340";;"53";"0.22";"27";"0.006";"0.61";"0.0063";"0.0081";"0.88";"0.87";"50613";"25.85592516"
"30005";"130";"58";"41";"0.81";"10";"0.15";"0.34";"0.57";"1.7";"0.79";"6.6";;;"57";"120";"140";"160";"650";"650";"120";"81";"0.23";"0.76";;;"13";"31";"0.97";"0.48";"0.092";"1.2";"120";"57";"26";"0.27";"17";;"0.66";"0.0035";"0.014";;"1.2";"50614";"30.82767927"
"31004";"720";"13";"55";"3.7";"77";"0.46";"1.3";"1.9";"8.5";"0.51";"35";"1968";;"13";"100";"150";"230";"630";"640";"100";"99";"0.17";"0.48";;;"45";"48";"0.93";"0.75";"0.087";"0.97";"710";"13";"80";"0.29";"38";"0.63";"0.79";"0.012";"0.018";"0.76";"0.85";"50614";"30.82767927"
"30005";"130";"58";"41";"0.81";"10";"0.15";"0.34";"0.57";"1.7";"0.79";"6.6";;;"57";"120";"140";"160";"650";"650";"120";"81";"0.23";"0.76";;;"13";"31";"0.97";"0.48";"0.092";"1.2";"120";"57";"26";"0.27";"17";;"0.66";"0.0035";"0.014";;"1.2";"50615";"34.16193564"
"31005";"420";"30";"45";;;;;;;;"37";"1960";;"32";"110";"160";"220";"640";"640";"110";"98";"0.11";"0.38";;;"35";"51";"0.97";"0.83";"0.098";"0.9";"420";"32";"58";"0.3";"45";"0.59";"0.77";"0.0081";"0.013";"1.1";"1.1";"50615";"34.16193564"
"30005";"130";"58";"41";"0.81";"10";"0.15";"0.34";"0.57";"1.7";"0.79";"6.6";;;"57";"120";"140";"160";"650";"650";"120";"81";"0.23";"0.76";;;"13";"31";"0.97";"0.48";"0.092";"1.2";"120";"57";"26";"0.27";"17";;"0.66";"0.0035";"0.014";;"1.2";"50616";"30.6737509"
"31010";"69";"38";"17";"0.52";"13";"0.075";"0.17";"0.27";"1.1";"0.53";"9.5";"1968";;"39";"110";"160";"230";"640";"640";"110";"110";"0.17";"0.53";;;"11";"62";"1";"0.29";"0.032";"0.81";"69";"39";"25";"0.3";"33";;;"0.0041";"0.005";;;"50616";"30.6737509"
"30005";"130";"58";"41";"0.81";"10";"0.15";"0.34";"0.57";"1.7";"0.79";"6.6";;;"57";"120";"140";"160";"650";"650";"120";"81";"0.23";"0.76";;;"13";"31";"0.97";"0.48";"0.092";"1.2";"120";"57";"26";"0.27";"17";;"0.66";"0.0035";"0.014";;"1.2";"50618";"42.57864395"
"32002";"90";"15";"45";"0.8";"14";"0.27";"0.51";"0.64";"1.4";"0.73";"6";"1938";;"16";"91";"120";"140";"600";"610";"88";"110";"0.23";"0.37";;;"20";"29";"0.9";"0.58";"0.088";"1.1";"94";"16";"38";"0.25";"43";"0.75";"0.87";"0.064";"0.11";"1.4";"1.4";"50618";"42.57864395"
"30005";"130";"58";"41";"0.81";"10";"0.15";"0.34";"0.57";"1.7";"0.79";"6.6";;;"57";"120";"140";"160";"650";"650";"120";"81";"0.23";"0.76";;;"13";"31";"0.97";"0.48";"0.092";"1.2";"120";"57";"26";"0.27";"17";;"0.66";"0.0035";"0.014";;"1.2";"50619";"53.97163968"
"32003";"74";"30";"17";"0.43";"31";"0.073";"0.13";"0.19";"0.93";"0.47";"13";"1938";;"31";"90";"120";"150";"620";"620";"89";"110";"0.19";"0.41";;;"13";"38";"1";"0.47";"0.062";"1";"70";"31";"27";"0.3";"41";"0.53";"0.76";"0.0081";"0.017";"1.1";"1.2";"50619";"53.97163968"
"30005";"130";"58";"41";"0.81";"10";"0.15";"0.34";"0.57";"1.7";"0.79";"6.6";;;"57";"120";"140";"160";"650";"650";"120";"81";"0.23";"0.76";;;"13";"31";"0.97";"0.48";"0.092";"1.2";"120";"57";"26";"0.27";"17";;"0.66";"0.0035";"0.014";;"1.2";"50620";"62.32877125"
"32004";"190";"45";"51";"1.3";"36";"0.19";"0.43";"0.7";"3";"0.53";"15";"1943";;"47";"110";"150";"200";"640";"630";"110";"97";"0.16";"0.54";;;"19";"40";"0.97";"0.47";"0.06";"1";"190";"47";"45";"0.29";"35";"0.75";"0.86";"0.035";"0.063";"0.6";"0.64";"50620";"62.32877125"
"30005";"130";"58";"41";"0.81";"10";"0.15";"0.34";"0.57";"1.7";"0.79";"6.6";;;"57";"120";"140";"160";"650";"650";"120";"81";"0.23";"0.76";;;"13";"31";"0.97";"0.48";"0.092";"1.2";"120";"57";"26";"0.27";"17";;"0.66";"0.0035";"0.014";;"1.2";"50622";"74.32468545"
