"Station_1";"Station_2";"Media";"Max";"Min";"lag0";"lag1";"lag2";"lag3";"lag4";"lag5";"lag5_10";"lag10"
58002;62001;20;314;0;2;2;0;0;0;0;11;0
58002;63001;17;313;0;1;2;0;0;0;0;9;0
58002;64001;7,5;313;0;4;3;0;0;0;0;9;0
58002;66001;13;289;0;1;2;0;0;0;1;9;0
58002;67005;240,5;350;0;1;2;0;0;0;0;13;0
58002;67009;258;351;8;0;0;0;0;0;0;13;0
58002;68002;176;294;1;0;2;0;0;0;0;11;0
58002;68003;13;293;0;3;2;0;0;0;1;10;0
58002;68004;100;294;0;4;1;0;0;0;0;10;0
58002;69001;21;313;0;2;1;1;0;0;0;10;0
58002;69002;25;313;0;3;0;0;0;0;0;12;0
58002;69007;22;313;0;2;1;1;0;0;0;11;0
58002;69023;23;314;0;2;1;1;0;0;0;11;0
58002;69024;40;314;0;1;0;0;0;0;0;14;0
58002;69027;31;313;0;1;1;1;0;0;1;10;0
58002;7002;102,5;323;2;0;0;1;1;0;0;12;0
58002;7003;91,5;303;3;0;0;0;1;0;0;13;0
58002;71001;14;350;0;2;3;2;0;0;1;8;0
58002;72002;16;313;0;1;1;1;0;0;1;9;0
58002;72807;17,5;351;0;2;1;1;1;1;1;9;0
58002;75002;27,5;350;0;1;0;3;0;1;0;11;0
58002;76002;22;349;0;1;2;1;1;1;0;9;0
58002;77001;31,5;313;0;1;2;0;1;0;0;10;0
58002;78004;20;310;0;1;2;1;1;0;0;9;0
58002;79002;17;316;0;1;1;1;2;0;0;10;0
58002;8004;72;212;2;0;0;1;1;0;0;12;0
58002;8006;92;284;6;0;0;0;0;0;0;14;1
58002;8009;47;287;3;0;0;0;1;0;0;12;0
58002;81003;47;287;0;1;0;0;0;0;0;10;0
58002;84001;19;313;1;0;1;0;1;0;1;12;0
58002;84003;19;313;0;1;1;3;1;0;1;9;0
58002;84004;19;313;0;1;1;2;1;0;1;8;0
58002;84005;31;320;1;0;1;0;1;1;1;9;0
58002;84012;8,5;313;0;1;3;0;0;1;0;9;0
58002;84015;18;313;2;0;0;2;1;0;1;10;0
58002;9001;91;320;32;0;0;0;0;0;0;15;0
58002;9002;83,5;307;10;0;0;0;0;0;0;16;1
58005;58007;1;313;0;7;2;0;0;0;0;7;0
58005;58009;22,5;339;0;4;0;0;0;0;0;8;0
58005;60003;20,5;317;0;1;1;1;1;0;0;10;1
58005;60006;16;317;0;1;1;2;0;0;0;9;0
58005;61002;24;317;1;0;3;0;0;0;0;9;0
58005;62001;22;318;0;1;1;1;1;0;0;9;0
58005;67008;90;290;0;1;0;0;0;0;0;12;0
58005;67018;20,5;253;0;2;1;1;0;0;0;8;0
58005;68001;80;295;2;0;0;1;0;0;0;12;1
58005;68007;98;334;2;0;0;1;0;0;0;12;0
58005;69002;22;312;0;4;2;0;0;0;0;11;0
58005;69007;217,5;312;0;2;0;0;0;0;0;14;1
58005;69008;37,5;278;0;2;0;0;0;0;0;12;1
58005;69012;63,5;278;0;1;0;0;0;0;0;13;0
58005;69015;212,5;312;0;2;0;0;0;0;0;12;0
58005;69017;72;295;0;2;1;0;0;0;0;12;0
58005;69023;23;312;0;2;2;1;0;0;0;12;1
58005;69024;32,5;312;0;1;1;1;0;0;0;11;0
58005;69027;22;312;0;1;2;0;0;0;0;12;1
58005;69041;36;330;0;2;1;0;0;0;0;11;0
58005;70002;114;360;0;1;1;1;0;0;0;11;0
58005;7001;203,5;337;3;0;0;0;2;0;0;12;0
58005;7002;182,5;317;3;0;0;0;1;0;0;13;0
58005;7003;152;285;4;0;0;0;0;1;0;12;1
58005;71006;55,5;356;0;1;1;1;1;0;0;10;0
58005;71008;33;356;0;2;0;0;0;0;0;10;0
58005;72002;33;360;0;2;0;1;1;0;0;9;0
58005;73008;27;360;0;2;1;0;0;0;1;9;0
58005;74002;37,5;279;0;1;3;1;0;0;0;9;0
58005;75002;5;260;0;2;0;3;0;1;2;6;0
58005;77001;4,5;284;0;2;4;0;1;0;0;7;0
58005;79002;53,5;337;1;0;1;1;2;0;0;10;0
58005;79006;141;337;2;0;0;1;2;0;0;11;0
58005;8005;142;335;2;0;0;1;0;0;0;13;0
58005;8007;108;336;2;0;0;1;0;0;0;14;0
58005;8009;181,5;336;3;0;0;0;1;0;0;13;0
58005;8010;85;334;3;0;0;0;1;0;1;13;0
58005;84001;72,5;337;0;1;0;0;0;0;0;13;0
58005;84003;31;329;0;2;2;1;0;0;0;10;0
58005;84004;51;337;0;1;2;1;0;0;0;9;0
58005;84011;69;337;0;1;0;0;1;0;0;11;0
58005;84012;40;283;0;2;1;0;0;0;0;11;0
58005;84019;29;337;0;1;2;0;1;0;0;9;0
58005;86001;85;344;0;1;0;0;0;0;0;12;0
58007;58008;1;257;0;5;3;1;0;0;0;3;0
58007;58009;1;339;0;6;2;0;0;0;0;6;0
58007;58011;25;307;0;2;0;0;0;0;0;10;1
58007;60002;42;284;0;4;0;1;0;0;0;8;0
58007;60003;16;349;0;3;0;1;0;1;0;10;1
58007;60006;23;349;0;3;2;0;1;0;0;8;0
58007;60007;76;324;0;1;1;1;1;0;0;9;0
58007;61002;31;317;0;3;0;0;0;0;0;10;0
58007;62001;67;329;0;1;2;1;0;1;0;11;0
58007;63001;130;326;9;0;0;0;0;0;0;12;0
58007;67006;62,5;326;1;0;1;1;0;0;0;12;1
58007;67008;37,5;343;0;1;0;0;0;0;0;13;0
58007;67018;54,5;298;0;1;1;1;0;0;0;11;0
58007;68001;91;339;1;0;1;1;0;0;0;13;0
58007;68003;22;317;0;1;1;1;0;0;0;11;0
58007;68004;130;317;0;1;0;1;0;0;1;10;0
58007;68005;91;340;0;1;0;1;0;1;0;10;0
58007;68007;76,5;339;2;0;0;1;0;0;0;13;0
58007;69002;40;339;0;1;2;0;0;0;0;14;0
58007;69006;40;340;12;0;0;0;0;0;0;13;0
58007;69007;217;339;8;0;0;0;0;0;0;16;1
58007;69008;34;340;0;1;0;0;0;0;0;14;1
58007;69012;42,5;278;5;0;0;0;0;0;1;13;0
58007;69013;203,5;343;2;0;0;1;0;0;0;13;0
58007;69015;248,5;339;8;0;0;0;0;0;0;14;0
58007;69017;211;339;8;0;0;0;0;0;0;15;0
58007;69023;68;339;1;0;1;1;0;0;0;15;1
58007;69024;180;339;2;0;0;1;0;0;0;13;0
58007;69027;78,5;339;7;0;0;0;0;0;0;16;1
58007;69041;206,5;339;22;0;0;0;0;0;0;14;0
58007;70002;22;360;0;1;1;1;0;0;0;12;0
58007;70003;148;360;2;0;0;1;0;0;0;13;0
58007;7001;213;341;1;0;1;0;0;1;0;13;0
58007;7002;168;341;1;0;1;0;0;0;0;12;0
58007;71001;55,5;357;1;0;1;1;0;0;0;10;0
58007;71006;32;356;1;0;1;3;0;0;0;10;0
58007;71008;54,5;356;0;1;0;0;0;0;0;11;0
58007;71009;45;356;0;1;1;2;0;0;0;9;0
58007;71011;78;313;0;1;1;1;0;0;0;10;0
58007;72002;33;360;0;1;1;2;0;0;0;9;0
58007;73008;193;360;0;1;1;0;0;0;0;11;0
58007;74002;224;300;1;0;2;1;0;0;0;10;0
58007;75002;53,5;329;0;1;0;2;0;0;1;10;0
58007;75005;21,5;296;0;1;1;0;0;1;1;8;0
58007;76002;14;296;0;1;2;1;1;0;0;7;0
58007;76005;14;211;0;1;3;0;0;1;0;7;0
58007;76009;76;337;2;0;0;1;0;0;1;13;0
58007;76010;87;326;2;0;0;1;0;0;0;13;0
58007;77001;32;329;0;2;2;0;0;0;0;11;0
58007;78004;32;310;0;1;2;0;0;0;0;10;0
58007;79002;248,5;337;16;0;0;0;0;0;0;14;0
58007;79006;173;337;13;0;0;0;0;0;0;14;0
58007;80001;225;339;0;1;0;0;0;0;0;12;0
58007;8002;76;335;1;0;1;0;0;1;0;11;0
58007;8005;156;340;10;0;0;0;0;0;0;16;1
58007;8007;232,5;341;1;0;1;0;0;0;0;15;0
58007;8009;177,5;336;1;0;1;0;0;0;0;15;0
58007;8010;85;340;5;0;0;0;0;0;1;14;0
58007;84001;31;341;1;0;1;0;0;0;1;13;0
58007;84003;210;329;1;0;1;0;0;0;0;14;0
58007;84004;279;337;1;0;1;0;0;0;0;12;0
58007;84005;260;341;1;0;1;0;0;0;0;12;0
58007;84011;213;341;1;0;1;0;0;0;1;12;0
58007;84012;41;341;1;0;2;0;0;0;0;11;0
58007;84015;128;341;2;0;0;1;0;0;1;10;0
58007;84016;40;341;1;0;2;0;0;0;0;11;0
58007;84019;241;340;1;0;1;0;0;0;0;13;0
58007;86001;43;344;3;0;0;0;1;0;1;12;1
58007;94001;62,5;334;0;1;0;0;0;0;0;13;0
58008;58009;18,5;339;0;3;1;0;0;0;0;8;0
58008;60002;1;270;0;7;1;0;0;0;0;7;0
58008;60003;12;271;0;3;2;0;0;0;0;9;0
58008;60006;0,5;269;0;6;1;0;0;0;0;5;0
58008;60007;12;120;0;4;1;0;0;0;0;8;0
58008;60009;0;227;0;8;0;0;0;0;0;7;0
58008;61001;32;329;0;2;1;0;0;0;0;11;1
58008;61002;13;270;0;4;1;0;0;0;0;11;0
58008;62001;10,5;270;0;1;4;0;0;0;0;9;1
58008;63001;91;326;0;2;1;0;0;0;0;10;0
58008;66001;16;279;1;0;1;0;0;0;0;12;0
58008;66006;10,5;252;0;1;3;0;0;0;0;8;1
58008;67006;10,5;103;0;2;2;0;0;0;0;8;1
58008;67008;55;283;0;1;0;0;0;0;0;12;0
58008;67009;111;286;0;1;1;0;0;1;0;10;0
58008;67018;15;218;0;4;0;0;0;0;0;9;0
58008;69002;32,5;293;0;5;0;0;0;0;0;9;0
58008;69007;48,5;324;0;1;0;0;0;0;0;13;2
58008;69015;48,5;324;0;2;0;0;0;0;0;10;1
58008;69023;42;293;0;1;2;0;0;0;0;10;1
58008;69027;41;324;0;1;0;0;0;0;0;12;2
58008;69035;55;293;0;2;1;0;1;0;0;7;0
58008;69040;13,5;293;0;2;2;0;1;0;0;7;0
58008;69041;55;331;0;2;0;0;0;0;0;11;0
58008;70002;22;245;0;1;1;0;0;0;1;9;0
58008;70003;32,5;322;0;1;1;0;1;0;0;9;0
58008;7003;152;269;10;0;0;0;0;0;0;13;1
58008;71001;25,5;331;0;1;1;0;0;0;1;9;0
58008;71006;23;331;0;2;1;0;1;0;1;8;0
58008;71008;32;331;0;2;0;0;0;0;1;10;0
58008;71009;29;331;0;1;1;0;1;0;1;9;0
58008;71011;28;260;0;2;0;0;1;0;0;8;0
58008;72002;9,5;77;0;2;2;0;1;0;1;8;0
58008;72004;32;323;0;1;1;0;0;0;0;9;0
58008;72011;28;261;0;3;0;0;0;0;1;8;0
58008;73008;19;355;0;3;0;0;0;0;0;10;0
58008;73011;70;342;0;1;1;0;1;0;1;8;0
58008;74001;67;299;0;1;1;1;1;0;0;9;0
58008;74002;72;279;1;0;3;0;0;0;0;12;0
58008;75002;29;269;0;2;1;1;0;1;0;8;0
58008;75004;30;280;0;1;3;0;0;0;1;8;0
58008;75005;7;270;0;3;2;0;1;0;0;7;0
58008;75009;29;337;0;3;1;0;1;0;0;8;0
58008;76005;11;120;0;5;1;0;0;0;0;7;0
58008;76008;31;339;3;0;0;0;1;0;0;10;0
58008;77001;13;270;0;4;2;0;0;0;0;8;0
58008;78004;29;269;0;2;0;0;1;0;0;10;0
58008;79004;28,5;344;0;3;0;0;1;0;0;8;0
58008;79005;56;322;0;2;1;0;1;0;0;7;0
58008;79006;76;337;3;0;0;0;1;0;0;10;0
58008;80001;8,5;298;0;3;2;1;0;0;0;6;0
58008;8009;77;336;3;0;0;0;1;0;0;12;0
58008;81002;29;298;0;2;0;0;1;0;0;8;0
58008;82001;67;298;0;2;1;0;0;0;0;8;0
58008;83005;31;328;0;1;0;0;0;1;0;9;0
58008;84001;28;337;0;2;0;0;0;0;0;10;0
58008;84003;30;329;0;2;0;0;0;0;0;10;0
58008;84004;31;337;0;2;0;0;0;0;0;9;0
58008;84011;30,5;337;0;3;0;0;1;0;0;8;0
58008;84014;32;329;0;2;0;0;0;0;0;11;0
58008;84019;35,5;337;8;0;0;0;0;0;0;12;0
58008;86001;76;344;0;1;0;0;0;0;1;13;1
58008;9003;178,5;263;23;0;0;0;0;0;0;12;0
58009;61001;150;328;0;1;1;0;0;0;0;11;0
58009;61002;214;333;0;1;1;0;0;0;0;12;0
58009;67018;80;339;0;1;0;0;0;0;1;11;0
58009;68001;55;339;9;0;0;0;0;0;0;13;1
58009;69002;113;339;0;1;0;0;1;0;1;12;0
58009;69007;175;339;1;0;1;0;0;1;0;12;0
58009;69008;87,5;340;6;0;0;0;0;0;0;12;0
58009;69012;81;278;5;0;0;0;0;0;1;12;0
58009;69013;140;339;4;0;0;0;0;1;0;12;0
58009;69015;188;339;1;0;1;0;0;0;0;12;0
58009;69017;140;339;1;0;1;0;0;0;0;12;0
58009;69023;113;339;0;1;0;0;1;0;1;12;0
58009;69027;115,5;339;4;0;0;0;0;1;0;13;0
58009;69041;79;339;4;0;0;0;0;1;0;12;0
58009;70002;23,5;339;1;0;1;0;0;1;0;10;0
58009;70003;79;339;5;0;0;0;0;0;1;12;0
58009;7001;191;334;2;0;0;1;0;0;1;12;0
58009;7002;165,5;279;46;0;0;0;0;0;0;12;0
58009;71006;63,5;340;3;0;0;0;1;0;0;11;0
58009;71011;20;312;3;0;0;0;1;0;0;11;0
58009;73008;91;339;6;0;0;0;0;0;0;12;0
58009;73011;20;296;0;2;0;0;2;0;0;7;0
58009;75002;150,5;339;2;0;0;1;0;0;0;11;0
58009;76009;76;296;2;0;0;1;0;1;0;11;0
58009;76010;76;296;1;0;1;0;0;0;0;12;0
58009;79003;76;296;6;0;0;0;0;0;0;13;0
58009;79004;60;270;5;0;0;0;0;0;1;12;0
58009;79006;70;296;2;0;0;1;0;0;0;13;0
58009;8005;59,5;297;4;0;0;0;0;1;0;13;0
58009;8007;104;334;3;0;0;0;1;0;0;12;0
58009;8009;83;334;3;0;0;0;1;0;1;13;0
58009;8010;74;296;5;0;0;0;0;0;1;12;0
58009;84001;49;252;1;0;2;1;0;0;0;11;0
58009;84003;63;297;6;0;0;0;0;0;0;14;1
58009;84005;67;296;7;0;0;0;0;0;0;13;0
58009;84011;29;252;1;0;1;1;1;0;0;11;0
58009;84015;65,5;260;1;0;1;0;0;0;0;11;0
58009;84019;74,5;296;0;1;0;1;0;0;0;12;0
58009;84020;62;240;9;0;0;0;0;0;0;11;0
58009;94001;75;334;10;0;0;0;0;0;0;13;1
58011;69002;24;355;1;0;1;0;1;0;1;10;1
58011;69007;25,5;355;4;0;0;0;0;1;0;11;0
58011;69008;27;355;6;0;0;0;0;0;0;11;0
58011;69013;74;306;2;0;0;1;0;1;0;9;0
58011;69023;24;355;2;0;0;1;1;0;1;10;0
58011;69027;24;354;4;0;0;0;0;1;0;12;1
58011;70002;20;306;2;0;0;1;0;1;0;9;1
58011;70003;22,5;355;2;0;0;1;0;0;1;10;1
58011;8005;19;345;6;0;0;0;0;0;0;11;0
58011;8007;88;346;4;0;0;0;0;1;0;10;0
58011;8009;79;346;4;0;0;0;0;1;1;10;0
58011;84001;65;347;1;0;1;0;0;0;0;11;0
58011;84011;29;347;4;0;0;0;0;1;0;10;0
58011;84020;52;316;0;1;0;0;0;0;0;10;0
60002;60003;5,5;303;0;6;4;0;0;0;0;10;1
60002;60006;0;62;0;8;2;0;0;0;1;4;0
60002;60007;0;294;0;8;3;0;0;0;0;4;0
60002;60009;0,5;303;0;7;2;0;0;0;0;5;1
60002;60010;1;285;0;7;4;0;0;0;0;4;0
60002;61001;13;329;0;5;2;1;0;0;0;12;2
60002;61002;0,5;303;0;11;1;0;0;0;0;10;2
60002;62001;1;264;0;5;8;0;0;0;0;7;1
60002;63001;73;326;0;4;1;0;0;0;0;14;1
60002;64001;15,5;313;0;4;2;0;0;0;0;8;0
60002;66001;18;355;0;1;3;0;0;0;0;14;0
60002;66003;24;313;0;2;0;0;0;0;0;11;0
60002;66011;23;313;0;3;0;0;0;0;1;9;1
60002;67005;4,5;335;0;3;3;0;1;1;1;7;0
60002;67006;10;314;0;3;2;0;0;0;0;12;1
60002;67008;65;323;0;1;0;0;0;0;0;16;0
60002;67009;21,5;323;0;2;1;1;1;1;0;12;0
60002;67018;11;85;0;3;2;0;0;0;0;9;1
60002;68001;56;284;0;2;2;0;0;0;0;13;1
60002;68003;56;355;0;4;1;0;0;0;0;14;2
60002;68004;88;354;0;5;1;0;0;0;0;13;1
60002;68005;37;284;0;4;0;1;0;1;0;12;1
60002;68007;55;354;0;2;1;0;0;0;0;12;0
60002;69002;43;354;0;1;2;0;0;0;0;17;0
60002;69003;62,5;257;0;1;1;0;0;0;0;12;0
60002;69006;127;355;1;0;1;0;0;0;0;14;1
60002;69007;55;354;1;0;1;0;0;0;0;18;2
60002;69008;120;354;0;3;1;0;0;0;0;11;0
60002;69013;111;313;0;1;0;0;0;0;0;13;0
60002;69015;55;354;0;2;0;0;0;0;0;13;0
60002;69023;55;354;0;2;1;0;0;0;0;16;1
60002;69024;55;354;0;2;1;0;0;0;0;14;0
60002;69027;71;354;0;1;0;0;0;0;0;18;2
60002;69041;63;332;0;3;0;0;0;0;0;13;0
60002;70002;63,5;334;0;2;1;0;0;0;1;10;0
60002;7001;108;337;23;0;0;0;0;0;0;17;0
60002;7002;110,5;310;24;0;0;0;0;0;0;16;0
60002;7003;152,5;307;27;0;0;0;0;0;0;16;0
60002;71001;55;332;0;1;3;0;0;0;0;15;0
60002;71006;55;332;1;0;2;0;0;0;0;13;0
60002;71008;43,5;332;0;3;0;0;0;0;0;11;0
60002;71009;29;332;0;2;2;0;1;0;0;10;0
60002;71011;67;322;1;0;1;0;0;0;0;12;0
60002;72002;35;313;0;4;3;0;0;0;0;12;0
60002;72011;42;323;0;1;1;1;0;0;0;9;0
60002;72807;72,5;323;0;1;2;0;0;1;0;8;0
60002;73008;81,5;355;0;2;1;0;0;0;0;11;0
60002;74002;92;355;0;1;1;0;0;0;1;12;0
60002;75002;16,5;328;0;4;1;0;1;1;0;13;0
60002;75004;12;356;0;3;1;0;0;0;1;10;0
60002;75005;5;322;0;3;2;0;1;0;1;6;0
60002;76002;39;321;0;4;1;0;2;1;0;11;0
60002;76003;18;328;0;4;2;0;1;1;1;9;0
60002;76004;69,5;329;0;4;0;0;1;1;1;9;0
60002;76005;13;307;0;4;2;0;0;1;0;10;0
60002;76008;67,5;339;3;0;0;0;1;0;0;13;0
60002;76009;30;337;0;2;1;0;0;0;0;11;0
60002;77001;28,5;313;0;3;1;0;0;0;1;15;0
60002;77002;30,5;313;0;1;0;0;0;0;1;12;0
60002;78003;22,5;329;0;3;0;0;1;0;1;11;0
60002;78004;47;310;0;2;2;1;0;0;0;13;0
60002;79002;28,5;337;0;1;2;0;0;0;0;13;0
60002;79003;72;355;0;1;0;0;0;0;0;15;0
60002;79004;28;344;0;2;2;0;0;0;0;13;0
60002;79005;59;354;0;2;0;0;0;0;0;13;0
60002;79006;34;337;0;1;1;0;0;0;0;11;0
60002;80001;11,5;328;0;5;1;0;0;0;1;9;0
60002;8002;195,5;341;2;0;0;1;1;0;0;12;0
60002;8004;92,5;263;3;0;0;0;1;0;0;15;0
60002;8005;211;355;2;0;0;1;0;0;0;14;1
60002;8006;94;335;1;0;1;0;0;0;0;15;1
60002;8007;90,5;341;0;1;1;0;2;0;0;12;0
60002;8008;102;341;12;0;0;0;0;0;0;15;0
60002;8009;142;336;3;0;0;0;1;0;0;16;0
60002;8010;195;334;1;0;1;0;0;0;0;14;0
60002;81002;78;354;0;1;0;0;1;0;0;13;0
60002;81003;61;277;0;1;0;0;1;0;0;12;0
60002;82001;29;310;0;3;1;0;0;0;0;11;0
60002;84001;92;337;0;1;0;1;0;0;0;17;0
60002;84003;31,5;355;0;1;1;0;0;0;0;16;1
60002;84004;47;355;0;1;0;0;0;1;0;14;0
60002;84005;64;355;0;1;0;1;0;0;0;14;0
60002;84011;48;337;0;1;1;0;0;0;0;15;0
60002;84012;48;313;0;1;0;0;0;0;0;16;0
60002;84013;49;321;1;0;1;0;0;0;0;11;0
60002;84014;38;355;0;1;1;0;0;0;0;13;0
60002;84015;26;313;2;0;0;2;1;0;0;12;0
60002;84019;161;355;0;1;0;1;0;0;0;14;0
60002;84020;58;316;12;0;0;0;0;0;0;13;0
60002;86001;119;344;0;1;0;0;0;0;1;13;0
60002;9001;92,5;307;12;0;0;0;0;0;0;16;0
60002;9002;100;307;12;0;0;0;0;0;0;17;0
60003;60004;0;327;0;6;1;0;0;0;0;3;1
60003;60006;1;22;0;8;4;1;0;0;0;4;1
60003;60007;17,5;303;0;4;0;0;0;0;0;10;0
60003;60009;6;60;0;4;1;1;0;0;0;7;0
60003;60010;6;342;0;4;2;0;0;0;0;6;0
60003;6007;34;334;9;0;0;0;0;0;0;13;1
60003;61001;0,5;224;0;9;5;0;0;0;0;4;0
60003;61002;0;40;0;11;3;1;0;0;0;5;0
60003;62001;1;302;0;7;6;2;0;0;0;5;0
60003;63001;99;327;0;3;1;0;0;0;0;11;0
60003;64001;8;313;0;2;2;0;1;0;0;8;0
60003;66001;12;308;0;2;0;1;1;0;0;14;1
60003;66003;24;313;0;1;2;1;0;0;0;11;0
60003;66011;29;313;1;0;3;0;0;0;0;12;0
60003;67005;9;334;0;2;3;0;0;1;0;8;1
60003;67006;24;314;0;1;2;1;0;0;0;14;1
60003;67008;29;295;0;1;0;0;0;0;0;16;1
60003;67009;39;315;0;2;1;0;0;0;0;14;0
60003;67018;25;269;0;1;0;1;0;0;0;12;2
60003;68001;56;315;0;1;4;1;0;0;0;11;0
60003;68003;9;344;0;4;2;0;0;0;0;10;0
60003;68004;53,5;344;0;3;2;1;0;0;0;10;0
60003;68005;44;295;0;3;1;0;1;0;0;11;0
60003;68007;49;324;0;3;0;0;0;0;1;12;0
60003;69002;29;313;0;2;1;0;0;0;1;16;0
60003;69003;27;237;1;0;1;0;0;0;1;11;0
60003;69006;24,5;344;0;3;1;0;0;0;0;10;0
60003;69007;28;335;0;1;0;0;0;0;1;15;0
60003;69008;34,5;335;0;1;1;0;0;0;1;11;0
60003;69013;85,5;313;0;2;0;0;0;0;0;12;0
60003;69023;23;314;0;2;1;0;0;0;1;15;0
60003;69024;43;314;0;2;1;0;0;0;1;11;0
60003;69027;46,5;335;5;0;0;0;0;0;1;15;0
60003;69035;22;126;0;1;0;1;1;0;1;7;0
60003;69040;36;313;0;1;0;1;1;0;0;9;0
60003;69041;79,5;332;5;0;0;0;0;0;1;13;0
60003;70002;39,5;333;0;2;1;0;1;0;0;12;0
60003;70003;89;333;0;1;0;0;1;0;1;11;1
60003;7001;84;327;0;1;0;0;0;0;0;15;1
60003;7002;95;327;7;0;0;0;0;0;0;15;0
60003;7003;90;303;0;1;1;0;0;1;1;11;0
60003;71001;36;332;0;1;1;0;0;0;1;12;0
60003;71006;39,5;332;1;0;1;0;0;0;1;12;0
60003;71008;42;332;0;1;0;0;0;0;1;11;0
60003;71009;35,5;332;0;1;0;0;0;0;1;12;0
60003;71011;205;313;1;0;1;0;0;0;1;11;0
60003;72002;35;313;0;3;1;1;0;0;1;11;0
60003;72011;33,5;273;1;0;1;0;0;0;0;11;1
60003;73008;52;313;1;0;1;0;1;0;0;13;2
60003;73011;60;307;1;0;1;0;0;0;0;11;0
60003;74002;68;272;0;1;0;0;1;0;0;13;0
60003;75002;22,5;327;0;1;0;1;0;1;1;14;0
60003;75004;36;308;0;1;1;0;0;0;0;13;0
60003;75005;22;345;0;1;2;0;1;0;0;10;0
60003;75009;25,5;303;0;1;0;1;0;0;0;12;0
60003;76002;8,5;346;0;3;1;0;0;1;0;13;0
60003;76003;13;346;0;1;2;1;0;0;1;12;0
60003;76004;11,5;345;0;2;1;0;0;0;1;12;1
60003;76005;17;345;0;2;2;0;0;0;1;13;1
60003;76007;31;346;0;1;0;0;0;0;0;12;0
60003;76008;67,5;304;8;0;0;0;0;0;0;14;1
60003;76009;32;313;2;0;0;1;0;0;1;13;0
60003;76010;33,5;308;0;1;0;0;0;0;0;13;0
60003;77001;28;313;1;0;2;0;0;0;0;17;0
60003;77002;22,5;313;1;0;1;0;0;0;0;13;0
60003;78003;20;329;0;1;1;0;0;0;1;14;0
60003;78004;38;310;1;0;2;1;0;0;1;12;0
60003;79002;78;316;2;0;0;2;0;0;0;13;0
60003;79003;68;332;1;0;1;0;0;0;0;14;0
60003;79004;22;326;0;1;0;2;0;0;0;14;0
60003;79005;51;327;0;1;1;0;0;1;0;14;0
60003;79006;41,5;316;0;1;0;1;0;0;0;12;0
60003;80001;16;327;0;2;1;1;0;1;0;13;0
60003;8002;40;345;9;0;0;0;0;0;0;13;2
60003;8004;93;316;0;1;0;0;1;0;0;13;0
60003;8005;92;340;2;0;0;1;0;0;0;14;1
60003;8006;90;334;0;1;0;0;0;0;0;14;2
60003;8007;36;340;2;0;0;1;0;0;0;15;0
60003;8008;33;340;1;0;1;0;0;0;0;14;0
60003;8009;93;343;0;1;0;0;0;0;0;14;0
60003;8010;98;336;0;1;0;0;0;0;1;12;1
60003;81002;51;320;0;2;1;1;0;0;0;11;0
60003;81003;65;295;0;2;0;0;0;0;0;10;1
60003;82001;20;320;0;2;2;0;0;0;0;11;1
60003;83005;75;330;0;1;0;0;0;1;0;10;0
60003;84001;41;343;5;0;0;0;0;0;2;16;0
60003;84003;31;313;0;1;1;0;1;0;0;14;0
60003;84004;44;313;1;0;1;1;0;0;0;13;0
60003;84005;52;297;1;0;1;0;0;0;0;14;0
60003;84011;55,5;331;2;0;0;1;0;1;0;14;0
60003;84012;51;313;0;1;1;0;0;0;0;15;1
60003;84013;31;313;2;0;0;1;0;0;0;10;0
60003;84014;52;313;1;0;1;1;0;0;0;13;0
60003;84015;19;313;0;1;0;0;0;0;0;12;0
60003;84019;52;321;0;1;1;0;0;0;0;14;0
60003;84020;45;345;5;0;0;0;0;0;1;11;0
60003;85002;16,5;313;5;0;0;0;0;0;2;8;0
60003;86001;108,5;346;4;0;0;0;0;1;1;14;0
60003;9001;69;274;0;1;0;0;0;1;1;12;0
60003;9002;56;274;0;1;0;0;0;1;1;12;0
60003;9003;74;274;0;1;0;0;0;1;1;10;0
60003;94001;44,5;334;3;0;0;0;1;0;0;13;0
60004;61002;0,5;41;0;5;2;0;0;0;0;3;1
60006;60007;5;294;0;3;2;1;0;0;1;6;0
60006;61001;1;329;0;6;1;0;1;0;0;5;1
60006;61002;0;41;0;8;1;1;0;0;1;4;1
60006;62001;1;22;0;3;10;0;0;0;0;3;0
60006;66001;24;308;1;0;2;0;0;0;0;11;0
60006;67006;26;314;0;3;1;0;0;0;0;10;0
60006;67008;65;282;0;1;0;0;0;0;0;14;1
60006;67009;22;315;0;1;2;1;0;0;0;9;1
60006;67018;11,5;103;0;5;0;0;0;0;0;7;0
60006;68001;130,5;315;1;0;2;0;0;0;0;12;1
60006;68003;32;344;0;1;2;0;0;0;0;10;2
60006;68004;130;344;0;1;1;0;0;0;0;11;1
60006;68005;56;284;0;1;1;0;0;0;0;11;0
60006;68007;123;324;1;0;1;0;0;0;1;11;1
60006;69002;42;313;0;3;0;0;0;0;1;11;1
60006;69006;42;344;0;1;0;0;0;0;0;10;0
60006;69007;32;313;5;0;0;0;0;0;1;12;1
60006;69008;35;313;0;2;0;0;0;0;1;10;1
60006;69015;46,5;313;5;0;0;0;0;0;1;11;1
60006;69017;46,5;344;10;0;0;0;0;0;0;12;2
60006;69023;46,5;314;0;1;1;0;0;0;1;11;1
60006;69027;31;313;5;0;0;0;0;0;1;12;2
60006;69041;57,5;331;5;0;0;0;0;0;1;11;0
60006;70002;57;334;0;1;2;0;0;1;0;11;1
60006;70003;42;313;0;1;1;0;1;0;1;9;1
60006;7001;23;347;1;0;1;0;0;0;0;11;0
