;CODE;River_St_1;River_St_2;KendalT.value;KendalT.p.value;N_ties.Station1;N_ties.Station2;Number_data;X;R_Ties_sum;ID_Station_1;ID_Station_2;Num_Syncr_occ;Num_Asyncr_occ;N.SY.N.ALL;KT_.Asyncrony;KT_pvalue_Asy;X.1;KT_.Syncrony;KT_pvalue_Sy;Easting_1;Northing_1;Easting_2;Northing_2;Distance.x;Area_1;Area_2;Media;Max;Min;lag0;lag1;lag2;lag3;lag4;lag5;lag6;lag7;lag8;lag9;lag10;lag710;Station.number;Catchment.area;Station.level;Mean.GDF;Maximum.GDF;Base.flow.index;QMED;Maximum.altitude;Woodland;Arable.horticultural;Grassland;Mountain.heath.bog;Urban.extent;ASPBAR..Â..;BFIHOST....;DPSBAR..m.km.;LDP..km.;PROPWET;URBCON1990;URBCON2000;URBEXT1990;URBEXT2000;URBLOC1990;URBLOC2000;Distance.y;Class;SAAR_61.90;SAAR_41.70;Min.Altitude;X50.Altitude;Max.Min.Altitude
9;48;Ythan;Nidd;0.390769231;0.004691266;0;1;26;2;0;10001;27001;4;22;0.154;0.333;0.031;1.000;NA;NA;392436.000;830912.000;442802.000;452991.000;381.401;448.100;484.3;112,5;308;0;1;1;0;0;0;0;1;0;0;1;0;1;0.629606311;0.074380165;0.583333333;0.116883117;0.7625;0.333333333;0.583333333;0.457142857;0.151162791;0.660714286;0.32;0.85;0.818181818;0.225;0.327868852;0.24;0.315789474;0.119047619;NA;NA;0.972;0.959375;NA;NA;381.4011969;Depind;0.135416667;0.113402062;0.636842105;0.3125;0.452129222
13;55;Ythan;Don;0.365517241;0.004174921;0;0;30;2;0;10001;27021;6;24;0.200;0.304;0.039;1.000;NA;NA;392436.000;830912.000;456977.000;403973.000;431.945;448.100;1256.2;68,5;310;1;0;1;1;0;0;0;0;1;1;1;1;3;0.629880463;0.643312102;0.413333333;0.575;0.816129032;0.208333333;0.705882353;0.296296296;0.513333333;0.589285714;0.147058824;0.631578947;0.953846154;0.358333333;0.196721311;0.25974026;0.373493976;0.19047619;NA;NA;0.994166667;0.99;NA;NA;431.9447165;Depind;0.036144578;0.069767442;0.231884058;0.083333333;0.302225547
4512;32752;Wharfe;Irwell;0.368421053;0.00079318;1;0;39;2;0;27002;69002;18;21;0.462;0.248;0.125;1.000;0.556;0.001;442215.000;447311.000;382419.000;398759.000;77.053;758.900;559.4;15;360;0;4;8;3;0;0;1;1;0;1;0;0;1;0.608678009;0.263504611;0.416666667;0;0;0.163265306;NA;0.314285714;0.227272727;0.516666667;0.177419355;0.633333333;0.842307692;0.222222222;0.093023256;0.172727273;0.436363636;0.203703704;0.155844156;0.082352941;0.909090909;0.9;0.341463415;0.313253012;77.05316538;Depind;0.076923077;0.076923077;0.538461538;0.230769231;0.340116279
5071;34571;Don;Harpers Brook;0.302987198;0.007085103;0;0;38;2;0;27021;32003;13;25;0.342;0.240;0.098;1.000;NA;NA;456977.000;403973.000;498360.000;279840.000;130.888;1256.200;74.3;31,5;269;0;4;3;1;2;0;1;2;0;0;0;0;0;0.155672906;0.941082803;0.853333333;0.973125;0.9;0.175438596;0.923529412;0.722222222;0.285714286;0.557692308;0.206896552;NA;0.823076923;0.3;0.163265306;0.506493506;0.674698795;0.117647059;0.293333333;0.136363636;0.9325;0.869230769;0.227272727;0.275;130.887949;Depind;0.225;0.225;0.829032258;0.25;0.777445296
5406;35684;Rother;Pymmes Brook;0.411255411;0.006938579;0;0;22;2;0;27025;38022;2;20;0.091;0.411;0.011;1.000;NA;NA;443213.000;385749.000;534050.000;192540.000;213.554;352.200;42.6;108,5;242;1;0;1;0;0;0;0;1;0;0;0;0;0;0.289227289;0.877840909;0.620689655;0.89047619;0.8875;0.127272727;0.612244898;0.641025641;0.118181818;0.872413793;0.533333333;0.170212766;0.616438356;0.172043011;0.510204082;0.420289855;0.58974359;0.236842105;0.887640449;0.064516129;0.761904762;0.775862069;0;0.063829787;213.5540293;Depind;0.118421053;0.118421053;0.59375;0.45;0.645251397
6506;42544;Trent;Bedford Ouse;0.415019763;0.005083777;2;1;23;2;0;28012;33002;3;20;0.130;0.389;0.016;1.000;NA;NA;413210.000;317720.000;505353.000;249560.000;114.649;1229.000;1460;53;331;1;0;1;1;0;0;0;0;1;0;0;0;0;0.151202957;0.158219178;0.553571429;0.153846154;0.571428571;0.231884058;NA;0.242424242;0.290909091;0.509803922;0.354166667;0.96969697;0.54375;0.477777778;0.134615385;0.261904762;0.478571429;0.142857143;0.194805195;0.081395349;0.661538462;0.567901235;0.291666667;0.266666667;114.6494607;Depind;0.146666667;0.144736842;0.586206897;0.166666667;0.169117647
6508;42547;Trent;Bedford Ouse;0.422924901;0.004244768;2;1;23;2;0;28012;33009;3;20;0.130;0.389;0.016;1.000;NA;NA;413210.000;317720.000;494993.000;256463.000;102.214;1229.000;1320;54;330;0;1;1;0;0;0;0;1;0;0;0;0;0;0.151382956;0.068939394;0.267857143;0.261538462;0.142857143;0.231884058;0.273809524;0.242424242;0.290909091;0.5;0.354166667;0.96969697;0.5625;0.544444444;0.134615385;0.261904762;0.239583333;0.142857143;0.207792208;0.093023256;0.692307692;0.592592593;0.291666667;0.275;102.2141345;Depind;0.146666667;0.131578947;0.310344828;0.166666667;0.227941176
8139;53916;Willow Brook;Hogsmill;0.384057971;0.008157515;2;2;24;2;0;32002;39012;2;22;0.083;0.377;0.014;1.000;NA;NA;506700.000;293300.000;518192.000;168783.000;125.073;89.600;69.1;95;285;0;1;0;0;0;0;1;0;0;0;0;0;0;0.179688301;0.233333333;0.593333333;0.272727273;0.066666667;0.013513514;0.530769231;0.263157895;0.133333333;0.819047619;0.259259259;0.928571429;0.588235294;0.676470588;0.383333333;0.09375;0.447368421;0.166666667;0.038461538;0.033333333;0.695238095;0.64516129;0.457142857;0.4;125.073142;Depind;0.104477612;0.102941176;0.56875;0.395604396;0.32277444
8189;54028;Willow Brook;Stour (Worcs);0.36;0.009565303;2;2;26;2;0;32002;54006;4;22;0.154;0.290;0.062;1.000;NA;NA;506700.000;293300.000;383010.000;276830.000;124.823;89.600;324;103,5;333;0;3;0;0;0;0;0;1;0;0;0;0;0;0.407436211;0.722222222;0.5;0.714285714;0.666666667;0.04109589;0.678947368;0.548387097;0.066666667;0.5;0.259259259;0.571428571;0.416666667;0.56;0.439393939;0.516666667;0.191489362;0.166666667;0.096385542;0.043956044;0.623529412;0.52173913;0.142857143;0.142857143;124.8229451;Depind;0.130434783;0.128571429;0.466666667;0.172727273;0.557142857
8273;54216;Harpers Brook;Nene/Kislingbury;0.42780027;8.23E-05;0;1;39;2;0;32003;32006;18;21;0.462;0.371;0.019;1.000;0.503;0.003;498360.000;279840.000;472080.000;259190.000;33.432;74.300;223;23;336;0;9;6;1;0;0;1;0;0;0;1;0;1;9.37E-05;0.668161435;0.516129032;0.692857143;0.184210526;0.189655172;NA;0.318181818;0.59047619;0.057692308;0.342857143;NA;0.342857143;0.127272727;0.088888889;0.191489362;0.15625;0;0.116666667;0.037974684;0.46;0.413793103;0.153846154;0;33.4318524;Depind;0.046153846;0.088235294;0.491803279;0.307692308;0.251572327
8315;54297;Harpers Brook;Mimram;0.373333333;0.008520237;0;1;25;2;0;32003;38003;2;23;0.080;0.336;0.025;1.000;NA;NA;498360.000;279840.000;528256.000;213276.000;72.985;74.300;133.9;98;306;0;1;1;0;0;0;0;0;0;0;0;0;0;0.157882272;0.447761194;0.361702128;0.188679245;0.922580645;0.494623656;0.846153846;0.210526316;0.380952381;0.071428571;0.217391304;NA;0.646153846;0.153846154;0.430555556;0.136363636;0.15625;0;0.196969697;0.095238095;0.811627907;0.738461538;0.218181818;0.35;72.9849206;Depind;0.060606061;0.03125;0.354166667;0.25;0.161971831
8361;54410;Harpers Brook;Avon;0.384126984;0.000800046;0;0;36;2;0;32003;54002;14;22;0.389;0.351;0.023;1.000;NA;NA;498360.000;279840.000;404007.000;243741.000;101.056;74.300;2210;29;338;0;3;6;4;0;0;1;0;0;0;0;0;0;0.407373801;0.966515837;0.333333333;0.973125;0.924390244;0.078431373;0.927777778;0.53125;0.476190476;0.153846154;0.323529412;NA;0.581818182;0.620689655;0.024390244;0;0.792307692;0.033333333;0.283783784;0.105882353;0.807142857;0.653061224;0.090909091;0.083333333;101.0561901;Depind;0.046153846;0.074626866;0.322580645;0.0625;0.602006689
8375;54440;Harpers Brook;Lugg;0.407258065;0.000846007;0;9;32;2;0;32003;55003;11;21;0.344;0.324;0.042;1.000;NA;NA;498360.000;279840.000;354871.000;240585.000;148.812;74.300;885.8;29;287;0;1;1;0;3;3;1;0;0;1;0;1;2;0.41815901;0.916478555;0.333333333;0.960909091;0.617283951;0.265625;NA;0.772727273;0.476190476;0.5;0.589285714;NA;0.608695652;0.153846154;0.305084746;0.6;0.7;0.142857143;0.037735849;0.092105263;0.086419753;0.676470588;0.354545455;0.4;148.8124404;Depind;0.234567901;0.295454545;0.340425532;0.4375;0.805872757
8645;55069;Nene/Kislingbury;Ash;0.346031746;0.002685803;2;1;36;2;0;32006;38002;13;23;0.361;0.249;0.102;1.000;NA;NA;472080.000;259190.000;539360.000;214840.000;80.601;223.000;78.7;36,5;337;0;3;2;1;0;1;2;0;0;2;2;0;4;0.157781169;0.64573991;0.419354839;0.792857143;0.710526316;0.086206897;NA;0.363636364;0.034883721;0.3;0.485714286;NA;0.5;0.435294118;0.117647059;0.255319149;0.21875;0.032258065;0.216666667;0.139240506;0.133333333;0.517241379;0.407692308;0.291666667;80.60084345;Depind;0.046153846;0.073529412;0.393442623;0.284615385;0.352201258
8648;55072;Nene/Kislingbury;Canons Brook;0.384946237;0.002036127;1;1;31;2;0;32006;38007;4;27;0.129;0.299;0.029;1.000;NA;NA;472080.000;259190.000;543166.000;210394.000;86.241;223.000;21.4;121;302;0;1;1;0;0;1;0;0;0;0;1;0;1;0.157891967;0.905829596;0.387096774;0.878571429;0.857894737;0.327586207;NA;0.5;0.14;0.551020408;0.371428571;NA;0.833333333;0.717647059;0.222222222;0.382978723;0.75625;0.032258065;0.210526316;0.048192771;0.911764706;0.884;0.323076923;0.241666667;86.2414808;Depind;0.076923077;0.102941176;0.360655738;0.438461538;0.553459119
8666;55116;Nene/Kislingbury;Brent;0.365418895;0.002084899;2;0;34;2;0;32006;39093;7;27;0.206;0.339;0.013;1.000;NA;NA;472080.000;259190.000;520194.000;185052.000;88.405;223.000;117.6;122;342;1;0;3;1;0;0;2;0;0;1;0;0;1;0.181285652;0.470852018;0.596774194;0.314285714;0.421052632;0.586206897;NA;0.318181818;0.054945055;0.918367347;0.485714286;NA;0.897058824;0.435294118;0.555555556;0.191489362;0.40625;0.033333333;0.318181818;0.159574468;0.959459459;0.939583333;0.323076923;0.266666667;88.40466835;Depind;0.044117647;0.014492754;0.557377049;0.476923077;0.226415094
8812;55465;Nene/Brampton;Lee;0.273532669;0.009456944;1;0;43;2;0;32007;38001;13;30;0.302;0.292;0.024;1.000;NA;NA;474900.000;261360.000;539074.000;209193.000;82.721;232.800;1036;48;348;0;3;3;0;1;1;2;1;2;0;0;0;0;0.157732691;0.775096525;0.525423729;0.75;0.791666667;0.033333333;0.577777778;0.086956522;0.190909091;0.018181818;0.321428571;NA;0.5;0.0625;0.035714286;0.139534884;0.615384615;0.033333333;0.042253521;0.035294118;0.666666667;0.454545455;0.7;0.536363636;82.72117238;Depind;0.030769231;0;0.559322034;0.175;0.259803922
8820;55477;Nene/Brampton;Thames;0.297297297;0.008285325;1;3;38;2;0;32007;39002;17;21;0.447;0.286;0.075;1.000;0.338;0.063;474900.000;261360.000;456880.000;193620.000;70.118;232.800;3444.7;29;332;0;1;4;2;6;2;0;2;0;0;0;0;0;0.179349777;0.932365747;0.220338983;0.962068966;0.928571429;0.09375;0.873333333;0.363636364;0.190909091;0.148148148;0.176470588;NA;0.04;0.1875;0.169230769;0.139534884;0.821428571;0.032258065;0;0.012195122;0.269230769;0.285714286;0.6;0.413793103;70.11808378;Depind;0.057971014;0.111111111;0.271186441;0.083333333;0.473867596
8962;55899;Nene/Kislingbury;Thames;0.348484848;0.004005365;0;0;33;2;0;32008;39001;13;20;0.394;0.274;0.098;1.000;NA;NA;462750.000;260700.000;517780.000;169850.000;106.245;107.000;9948;26;331;1;0;3;2;2;2;1;1;0;1;1;0;2;0.179303095;0.989244069;0.940506329;0.990153846;0.9875;0.095238095;0.96875;0.363636364;0.51875;0.294117647;0;NA;0.357142857;0.083333333;0.292307692;0;0.933333333;0;0.014705882;0.023809524;0.465116279;0.378787879;0.478571429;0.476923077;106.2453114;Depind;0.070422535;0.041666667;0.958024691;0.230769231;0.605021433
9066;56253;Nene;Stour;0.337634409;0.007252943;0;3;31;2;0;32010;36001;3;28;0.097;0.286;0.034;1.000;NA;NA;508060.000;299550.000;604200.000;234000.000;116.367;1530.000;844.3;58;332;2;0;0;1;0;0;0;0;1;1;0;0;1;0.110858032;0.448366013;0.316455696;NA;NA;NA;NA;0.409090909;0.38;0.293333333;0.461538462;0.875;0.566666667;0.3;0.019230769;0.083333333;0.308333333;0.107142857;0.228571429;0.097560976;0.580645161;0.653061224;0.01;0;116.3674669;Depind;0.064516129;0.047619048;0.384615385;0.239130435;0.410146989
9093;56292;Nene;Thames;0.341025641;0.001710075;0;0;40;2;0;32010;39001;17;23;0.425;0.178;0.248;1.000;0.676;0.000;508060.000;299550.000;517780.000;169850.000;130.092;1530.000;9948;16,5;341;0;6;5;3;1;1;0;0;0;0;1;0;1;0.179251814;0.846200241;0.405063291;NA;NA;NA;0.803125;0.333333333;0.375;0.320754717;0.1875;0.822222222;0.357142857;0.172727273;0.2;0.142857143;0.555555556;0.066666667;0.028571429;0.023809524;0.279069767;0.257575758;0.262626263;0.32;130.0915767;Depind;0.126760563;0.125;0.626373626;0.08;0.354255971
9109;56331;Nene;Brent;0.352380952;0.002215732;1;0;36;2;0;32010;39093;6;30;0.167;0.287;0.026;1.000;NA;NA;508060.000;299550.000;520194.000;185052.000;115.163;1530.000;117.6;134,5;303;1;0;2;1;1;0;1;0;1;0;0;0;0;0.181183332;0.922875817;0.684;NA;NA;NA;0.603174603;0.318181818;0.09;0.924528302;0.307692308;0.375;0.867647059;0.464705882;0.615384615;0.052631579;0.841666667;0.034482759;0.204545455;0.127659574;0.916216216;0.897916667;0.111111111;0.12;115.1634353;Depind;0.088235294;0.086956522;0.662962963;0.260869565;0.416785206
9634;57788;Bedford Ouse;Lee;0.333333333;0.009346396;2;0;30;2;0;33009;38001;10;20;0.333;0.326;0.047;1.000;NA;NA;494993.000;256463.000;539074.000;209193.000;64.647;1320.000;1036;29;297;1;0;5;1;0;1;0;0;0;0;3;0;3;0.131364964;0.215151515;0.317073171;0.541666667;0.142857143;0.116666667;0.464285714;0.08;0;0.090909091;0.387096774;NA;0.533333333;0.453333333;0.196428571;0.162162162;0.322916667;0.033333333;0.14084507;0.082352941;0.649122807;0.571428571;0.291666667;0.209090909;64.64723625;Depind;0.015625;0.03030303;0.35;0.01;0.028571429
11947;71461;Stour;Tone;0.411255411;0.006938579;0;0;22;2;0;36008;52005;2;20;0.091;0.400;0.014;1.000;NA;NA;582733.000;246341.000;320576.000;125023.000;288.945;224.500;202;78;340;0;1;0;0;0;0;0;0;0;1;0;0;1;0.307605038;0.102222222;0.484848485;0.566666667;0.166666667;0.283333333;0.622222222;0.771929825;0.43;0.552631579;0.734693878;NA;0.186440678;0.425;0.267857143;0.659793814;0;0.277777778;0.289156627;0;0.546666667;0.304347826;0.322916667;0.336734694;288.9447136;Depind;0.385416667;0.383838384;0.485714286;0.233333333;0.827898551
11983;72452;Roding;Canons Brook;0.393548387;0.001585277;2;0;31;2;0;37001;38007;11;20;0.355;0.337;0.040;1.000;NA;NA;541499.000;188348.000;543166.000;210394.000;22.112;303.300;21.4;113;280;0;1;7;1;0;1;0;0;0;1;0;0;1;0.026468808;0.930693069;0.85;0.905555556;0.91;0;0.681818182;0.083333333;0.21;0.64516129;0.272727273;NA;0.69047619;0.647058824;0.057142857;0.033333333;0.881818182;0.064516129;0.039473684;0.011904762;0.705882353;0.724;0.522727273;0.56043956;22.11163822;Depind;0.016393443;0;0.784615385;0.02739726;0.363799283
12709;76467;Lee;Canons Brook;0.34469697;0.004444187;0;1;33;2;0;38001;38007;8;25;0.242;0.307;0.033;1.000;NA;NA;539074.000;209193.000;543166.000;210394.000;4.265;1036.000;21.4;117;274;0;1;3;0;1;0;0;0;0;2;1;0;3;0.000157866;0.97972973;0.263157895;0.961363636;0.955;0.35;0.844444444;0.52173913;0.090909091;0.6;0.136363636;NA;0.642857143;0.558823529;0.375;0.216216216;0.88;0.064516129;0.065789474;0.023529412;0.664705882;0.692;0.266666667;0.172727273;4.265145564;Depind;0.047619048;0.046875;0.333333333;0.262626263;0.651960784
12742;76531;Lee;Alre;0.393939394;0.009943373;0;0;22;2;0;38001;42007;2;20;0.091;0.358;0.028;1.000;NA;NA;539074.000;209193.000;457433.000;132607.000;111.968;1036.000;57;70,5;339;0;1;0;0;0;0;0;1;0;0;0;0;0;0.095365058;0.944980695;0.50877193;0.636363636;0.960833333;0.387755102;0.948888889;0.086956522;0.109090909;0.017857143;0.321428571;NA;0.726666667;0.4;0.416666667;0.26;0.8;0.147058824;0.38028169;0.270588235;0.88245614;0.792207792;0.575;0.345454545;111.9679642;Depind;0.26744186;0.272727273;0.535714286;0.175;0.245098039
12777;76596;Lee;Avon;0.351282051;0.001212734;0;0;40;2;0;38001;54002;16;24;0.400;0.261;0.078;1.000;0.400;0.033;539074.000;209193.000;404007.000;243741.000;139.456;1036.000;2210;20,5;363;0;6;2;1;0;1;2;1;1;1;0;1;2;0.296303841;0.531221719;0.285714286;0.725;0.707317073;0.15;0.75;0.28125;0;0.2;0.441176471;NA;0.266666667;0.482758621;0.285714286;0.026315789;0.5;0;0.040540541;0;0.263157895;0.363636364;0.166666667;0;139.4557605;Depind;0.030769231;0.044776119;0.192307692;0.03030303;0.317725753
12890;76832;Ash;Brent;0.333333333;0.006028401;0;0;33;2;0;38002;39093;7;26;0.212;0.323;0.021;1.000;NA;NA;539360.000;214840.000;520194.000;185052.000;35.427;78.700;117.6;129;315;0;5;0;0;1;0;1;0;0;0;0;0;0;0.02790781;0.330508475;0.305555556;0.697916667;0.5;0.547169811;0.728;0.066666667;0.087912088;0.942857143;0;NA;0.948529412;0;0.607843137;0.078947368;0.24;0.064516129;0.465909091;0.276595745;0.964864865;0.970833333;0.125;0.034090909;35.42699062;Depind;0.088235294;0.086956522;0.27027027;0.268817204;0.162601626
12924;76919;Ash;Avon;0.374789916;0.001307532;1;0;35;2;0;38002;54002;14;21;0.400;0.324;0.042;1.000;NA;NA;539360.000;214840.000;404007.000;243741.000;138.444;78.700;2210;18;303;0;3;8;0;0;0;2;0;0;1;0;0;1;0.296285323;0.964253394;0.444444444;0.981875;0.973170732;0.037735849;0.962222222;0.5625;0.245454545;0.371428571;0.470588235;NA;0.681818182;0.413793103;0.215686275;0.078947368;0.807692308;0.064516129;0.364864865;0.2;0.69047619;0.714285714;0.23;0.227272727;138.4441307;Depind;0.046153846;0.059701493;0.432432432;0.03125;0.655518395
13218;77686;Canons Brook;Blackwater;0.354679803;0.006518643;0;0;29;2;0;38007;39007;7;22;0.241;0.333;0.031;1.000;NA;NA;543166.000;210394.000;473090.000;164780.000;83.632;21.400;354.8;70;264;0;2;2;0;2;0;0;0;0;1;0;0;1;0.025636424;0.94084507;0.095238095;0.946875;0.861538462;0.417910448;0.681818182;0.5;0.565217391;0.181818182;0.12;NA;0.285714286;0.028571429;0.444444444;0.09375;0.783333333;0.03125;0.105263158;0.045977011;0.611764706;0.48;0.2;0.172727273;83.63248732;Depind;0.154929577;0.14084507;0.093023256;0.0875;0.598870056
13220;77688;Canons Brook;Colne;0.455026455;0.000496238;1;4;28;2;0;38007;39010;8;20;0.286;0.368;0.024;1.000;NA;NA;543166.000;210394.000;505180.000;186360.000;44.959;21.400;743;72,5;244;0;2;2;2;1;0;0;0;0;1;0;0;1;0.025711356;0.971736205;0.105263158;0.958536585;0.754545455;0.551724138;0.3;0.592592593;0.285714286;0.388888889;0.153846154;NA;0.452380952;0.647058824;0.444444444;0.325581395;0.88358209;0.064516129;0.092105263;0.045977011;0.552941176;0.52;0.043478261;0.010989011;44.95884399;Depind;0.142857143;0.14084507;0.153846154;0.391666667;0.700421941
13270;77805;Canons Brook;Sowe;0.35978836;0.00681612;1;0;28;2;0;38007;54004;5;23;0.179;0.360;0.016;1.000;NA;NA;543166.000;210394.000;433155.000;273096.000;126.659;21.400;262;73;302;0;2;1;0;0;2;0;0;0;0;0;0;0;0.296218799;0.919847328;0.309090909;0.94516129;0.914285714;0.360655738;0.774193548;0.388888889;0;0.352941176;0.185185185;NA;0.333333333;0.588235294;0.31372549;0.034482759;0.763636364;0.032258065;0.084337349;0.087912088;0.235294118;0.32;0.056818182;0.098901099;126.658589;Depind;0.104477612;0.115942029;0.290909091;0.27;0.432
13595;79072;Thames;Wye;0.258757062;0.003488079;1;6;60;2;0;39001;55002;19;41;0.317;0.220;0.044;1.000;0.298;0.080;517780.000;169850.000;348500.000;238799.000;182.843;9948.000;1895.9;36,5;352;0;2;6;2;0;2;5;0;2;0;0;0;0;0.290916694;0.809408926;0.897826087;0.261538462;0.1375;0.26984127;0.179487179;0.56;0.1875;0.808333333;0.549295775;0.932835821;0.921428571;0.153846154;0.276923077;0.676923077;0.407407407;0.4;NA;NA;0.953488372;0.956060606;NA;NA;182.843114;Depind;0.408333333;0.446153846;0.933333333;0.666666667;0.532761087
13738;79449;Thames;Weaver;0.304761905;0.008595777;1;2;36;2;0;39002;68005;16;20;0.444;0.242;0.146;1.000;0.483;0.009;456880.000;193620.000;365254.000;343040.000;175.339;3444.700;207;13;340;1;0;3;1;5;2;1;1;0;1;1;1;3;0.426483347;0.939912917;0.02173913;0.944827586;0.934285714;0.15625;0.906666667;0.333333333;0.554545455;0.456521739;0.492537313;1;0.680555556;0.515384615;0.230769231;0.27027027;0.792857143;0.088235294;0.176470588;0.086419753;0.8;0.753333333;0.044444444;0.02247191;175.3391575;Depind;0.041666667;0.052631579;0.044444444;0.218181818;0.390243902
14943;86905;Brent;Roch;-0.386666667;0.006314028;0;0;25;2;0;39093;69023;2;23;0.080;-0.375;0.012;1.000;NA;NA;520194.000;185052.000;380690.000;407740.000;262.860;117.600;186;77;362;3;0;0;0;1;0;0;0;0;1;0;0;1;0.433623575;0.365591398;0.603174603;0.808;0.8;0.547169811;0.647887324;0.6875;0.120879121;0.15;0.632653061;0.994505495;0.617647059;0.227272727;0.6;0.591397849;0.441176471;0.49122807;0.125;0.095744681;0.675675676;0.666666667;0.034090909;0.045454545;262.8601418;Depind;0.433333333;0.425;0.557377049;0.66;0.706443914
16379;100288;Severn;Bollin;0.39039039;0.000531433;1;2;37;2;0;54001;69006;14;23;0.378;0.249;0.102;1.000;NA;NA;378230.000;276160.000;372668.000;387533.000;111.552;4325.000;257.6;21;352;1;0;1;8;0;2;0;0;0;2;0;1;3;0.21744486;0.940346821;0.235294118;0.929508197;0.928125;0.070175439;0.888235294;0.421686747;0.133333333;0.617391304;0.017857143;0.842307692;0.742105263;0.683333333;0.055555556;0.370786517;0.772727273;0.11627907;0.030769231;0.024390244;0.733333333;0.746835443;0.390909091;0.34;111.5522852;Depind;0.032967033;0.064516129;0;0.361538462;0.431565968
16386;100306;Severn;Lossie;0.391304348;0.006957486;1;1;24;2;0;54001;7003;2;22;0.083;0.368;0.017;1.000;NA;NA;378230.000;276160.000;319402.000;862632.000;589.612;4325.000;216;106,5;310;1;0;1;0;0;0;0;0;0;1;0;0;1;0.870317216;0.950057803;0.055555556;0.955737705;0.828125;0.018518519;0.867647059;0.373493976;0.675;0.565217391;0.527272727;0.881818182;0.942857143;0.968421053;0.068965517;0.112359551;0.818181818;0.095238095;NA;NA;0.975;0.965;NA;NA;589.6122983;Depind;0.087912088;0.043010753;0.052631579;0.35;0.381011097
16433;100414;Avon;Wye;0.336336336;0.00308968;0;2;37;2;0;54002;55002;17;20;0.459;0.305;0.064;1.000;0.397;0.027;404007.000;243741.000;348500.000;238799.000;55.747;2210.000;1895.9;15;337;0;8;3;2;0;1;1;0;1;0;1;0;1;0.018181157;0.142081448;0.565217391;0.666666667;0.405797101;0.098039216;0.538461538;0.573333333;0.153846154;0.843181818;0.521126761;1;0.9;0.551724138;0.14893617;0.707692308;0.1875;0.42;NA;NA;0.952380952;0.940816327;NA;NA;55.74666113;Depind;0.458333333;0.484615385;0.588235294;0.68;0.572246066
16447;100466;Avon;Weaver;0.388335704;0.000470409;0;2;38;2;0;54002;68001;16;22;0.421;0.377;0.014;1.000;0.333;0.079;404007.000;243741.000;367171.000;363507.000;125.349;2210.000;622;31;347;0;3;5;1;1;0;0;1;1;0;4;0;4;0.20586462;0.718552036;0.2;0.65;0.792682927;0.055555556;0.738888889;0.28125;0.545454545;0.454545455;0.46031746;1;0.381818182;0.955172414;0.215686275;0.210526316;0.5;0.147058824;0.027027027;0.035294118;0.452380952;0.448979592;0.24;0.309090909;125.3487174;Depind;0.109589041;0.12987013;0.19047619;0.21875;0.287625418
16975;103986;Wye;Weaver;0.357041252;0.001381142;2;2;38;2;0;55002;68005;18;20;0.474;0.411;0.011;1.000;0.451;0.009;348500.000;238799.000;365254.000;343040.000;105.615;1895.900;207;11;338;0;1;12;2;0;1;0;0;0;1;0;1;2;0.191206529;0.890822785;0.02173913;0.966666667;0.966666667;0.148148148;0.964102564;0.706666667;0.623076923;0.724;0.056338028;0.998507463;0.52173913;0.515384615;0.06;0.792307692;0.81875;0.32;NA;NA;0.615384615;0.608108108;NA;NA;105.6154732;Depind;0.4;0.415384615;0.117647059;0.713333333;0.749642346
16979;103993;Wye;Bollin;0.311522048;0.005572474;2;3;38;2;0;55002;69006;14;24;0.368;0.181;0.227;1.000;NA;NA;348500.000;238799.000;372668.000;387533.000;150.738;1895.900;257.6;25;346;0;6;4;0;0;1;0;1;0;0;1;1;2;0.202938875;0.863924051;0.717391304;0.910416667;0.933333333;0.192982456;0.902564103;0.36;0.133333333;0.215909091;0.211267606;0.93880597;0.942105263;0.566666667;0.078431373;0.569230769;0.6875;0.14;NA;NA;0.955555556;0.963291139;NA;NA;150.7376156;Depind;0.266666667;0.330769231;0.62745098;0.723333333;0.340486409
17073;104354;Wye;Bollin;0.334453782;0.0043704;1;3;35;2;0;55007;69006;13;22;0.371;0.273;0.080;1.000;NA;NA;307580.000;244490.000;372668.000;387533.000;157.206;1282.100;257.6;27;323;0;8;1;1;0;0;0;1;0;1;0;1;2;0.202866417;0.79875195;0.881818182;0.883783784;0.933333333;0.263157895;0.926923077;0.36;0.133333333;0.875;0.253333333;0.951190476;0.955263158;0.566666667;0.156862745;0.626666667;0.404761905;0.188679245;NA;NA;0.977777778;0.972151899;NA;NA;157.2057842;Depind;0.371428571;0.378571429;0.827272727;0.755882353;0.2796875
17455;108626;Irwell;Bollin;0.37254902;0.00168019;2;1;34;2;0;69002;69006;14;20;0.412;0.316;0.055;1.000;NA;NA;382419.000;398759.000;372668.000;387533.000;14.875;559.400;257.6;39,5;339;0;5;7;0;0;0;0;0;0;1;0;1;2;5.80E-05;0.538461538;0.458333333;0.761111111;0.904166667;0.140350877;NA;0;0.266666667;0.670454545;0.089285714;0.937878788;0.269230769;0.4;0.156862745;0.384615385;0.193548387;0.203703704;0.155844156;0.035294118;0.590909091;0.50625;0.254545455;0.17;14.8750182;Depind;0.323076923;0.330769231;0.269230769;0.585;0.015184382
