"","CODE","River_St_1","River_St_2","KendalT.value","KendalT.p.value","N_ties.Station1","N_ties.Station2","Number_data","X","R_Ties_sum","ID_Station_1","ID_Station_2","Num_Syncr_occ","Num_Asyncr_occ","N.SY.N.ALL","KT_.Asyncrony","KT_pvalue_Asy","X.1","KT_.Syncrony","KT_pvalue_Sy","Easting_1","Northing_1","Easting_2","Northing_2","Distance.x","Area_1","Area_2","Media","Max","Min","lag0","lag1","lag2","lag3","lag4","lag5","lag6","lag7","lag8","lag9","lag10","lag710","Station.number","Catchment.area","Station.level","Mean.GDF","Maximum.GDF","Base.flow.index","QMED","Maximum.altitude","Woodland","Arable.horticultural","Grassland","Mountain.heath.bog","Urban.extent","ASPBAR..Â..","BFIHOST....","DPSBAR..m.km.","LDP..km.","PROPWET","URBCON1990","URBCON2000","URBEXT1990","URBEXT2000","URBLOC1990","URBLOC2000","Distance.y","Class","SAAR_61.90","SAAR_41.70","Min.Altitude","X50.Altitude","Max.Min.Altitude"
"464",2786,"Tay","Dulnain",0.46031746,0.000419962,1,0,28,2,0,15003,8009,12,16,0.428571429,0.35,0.064113433,NA,NA,NA,308289,739575,297722,824763,85.86273379,3210,272.2,"24,5",360,0,6,4,0,1,0,0,1,0,0,0,0,0,0.466173431980271,0.915264797507788,0.836363636363636,0.957142857142857,0.893333333333333,0.3125,0.897674418604651,0.266666666666667,0.125,0.164179104477612,0.409090909090909,0.222222222222222,0.928571428571429,0.216666666666667,0.12,0.368421052631579,0.633333333333333,0.0144927536231882,NA,NA,0.714285714285714,0.142857142857143,NA,NA,85.86273379,"1",0.375,0.3125,0.836363636363636,0.0222222222222223,0.43298969072165
"465",2787,"Tay","Spey",0.649230769,5.16e-07,1,0,26,2,0,15003,8010,14,12,0.538461538,NA,NA,NA,NA,NA,308289,739575,303282,826785,87.37643198,3210,1748.8,"6,5",331,0,8,3,1,0,0,0,1,1,0,0,0,0,0.466106778644271,0.455140186915888,0.810526315789474,0.728571428571429,0.68,0.0937500000000001,0.720930232558139,0.0769230769230769,0,0.104477611940298,0.454545454545455,0.2,0.333333333333333,0.891666666666667,0.0833333333333333,0.157894736842105,0.166666666666667,0,NA,NA,0.285714285714286,0.416666666666667,NA,NA,87.37643198,NA,0.25,0.25,0.810526315789474,0.0434782608695652,0.0463917525773195
"536",2918,"Tay","Tay",0.462068966,0.000226328,1,1,30,2,0,15006,15007,24,6,0.8,NA,NA,3,0.52173913,0.000216379,314750,736680,292403,753411,27.92334337,4587.1,1149.4,"0",324,0,19,3,1,0,0,0,0,1,0,0,0,0,6.66355700672527e-05,0.749509483322433,0.573770491803279,0.652941176470588,0.7,0.0307692307692308,0.646464646464646,0,0.125,0.9,0.193548387096774,0.04,0.658536585365854,0.407142857142857,0.0638297872340425,0.260869565217391,0.315384615384615,0.171428571428571,NA,NA,0.642857142857143,0.533333333333333,NA,NA,27.92334337,"High Syn",0.3,0.263157894736842,0.666666666666667,0.130434782608696,0.0373514431239389
"538",2922,"Tay","Earn",0.467980296,0.000245942,2,0,29,2,0,15006,16001,19,10,0.655172414,NA,NA,3,0.543859649,0.000793072,314750,736680,293313,716652,29.34463392,4587.1,590.5,"1",340,0,12,3,1,1,0,1,0,0,1,0,0,1,0.0621836135241547,0.871157619359058,0.423076923076923,0.864705882352941,0.845,0.215384615384615,0.797979797979798,0.183333333333333,0.0625,0.28,0.342105263157895,0.3125,0.658333333333333,0,0.0408163265306123,0.0555555555555556,0.569230769230769,0.0793650793650794,NA,NA,0.176470588235294,0.4,NA,NA,29.34463392,"High Syn",0.0666666666666667,0.0666666666666667,0.136363636363636,0.25,0.184210526315789
"718",3410,"Tay","Spey",0.50997151,0.000109617,2,0,27,2,0,15006,8005,14,13,0.518518519,NA,NA,NA,NA,NA,314750,736680,294691,819208,84.95270178,4587.1,1267.8,"7",331,0,6,5,0,0,0,0,0,3,0,0,0,0,0.466546714647474,0.723566601264443,0.87,0.829411764705882,0.825,0.0923076923076924,0.828282828282828,0.0769230769230769,0.125,0.941666666666667,0.6,0.342465753424658,0.51219512195122,0.6,0,0,0.323076923076923,0.171428571428571,NA,NA,0.642857142857143,0.266666666666667,NA,NA,84.95270178,NA,0.0714285714285714,0.0714285714285714,0.89,0.2,0.066213921901528
"723",3415,"Tay","Spey",0.447293447,0.000820941,2,0,27,2,0,15006,8010,14,13,0.518518519,NA,NA,NA,NA,NA,314750,736680,303282,826785,90.85623884,4587.1,1748.8,"7",331,0,8,2,1,0,0,1,0,2,0,0,0,0,0.466213514594162,0.618705035971223,0.863157894736842,0.776470588235294,0.76,0.107692307692308,0.757575757575758,0.0769230769230769,0,0.916666666666667,0.52,0.314285714285714,0.487804878048781,0.907142857142857,0.0208333333333334,0.0588235294117647,0.230769230769231,0.159420289855073,NA,NA,0.642857142857143,0.2,NA,NA,90.85623884,NA,0.142857142857143,0.142857142857143,0.884210526315789,0.130434782608696,0.0577249575551783
"835",3811,"Tay","F1horn",0.484210526,0.002354944,0,0,20,2,0,15007,7001,8,12,0.4,NA,NA,NA,NA,NA,292403,753411,282558,833548,80.75680485,1149.4,415.6,"42,5",360,0,3,1,2,0,0,0,0,2,0,0,0,0,0.533484373958819,0.637946040034813,0.756,0.76271186440678,0.55,0.444444444444445,0.2,0.216666666666667,0.464285714285714,NA,0.451612903225806,0.324324324324324,NA,0.710843373493976,0.0222222222222223,0.391304347826087,0.426966292134832,0.0285714285714285,NA,NA,0.6,0.714285714285714,NA,NA,80.75680485,NA,0.4,0.263157894736842,0.736,0.178571428571429,0.391534391534392
"836",3841,"Tay","Spey",0.543478261,0.00010671,1,1,24,2,0,15007,8002,17,7,0.708333333,NA,NA,3,0.558823529,0.001275033,292403,753411,288099,808201,54.97100528,1149.4,1011.7,"1",337,0,8,6,1,0,1,0,0,1,0,0,0,0,0.46678216832145,0.119234116623151,0.709523809523809,0.610169491525424,0.516666666666667,0.126984126984127,0.542857142857143,0.0769230769230769,0.285714285714286,0.597222222222222,0.645161290322581,0.342105263157895,0.0714285714285715,0.879518072289157,0.0222222222222223,0.217391304347826,0.202247191011236,0.0140845070422535,NA,NA,0.4,0.142857142857143,NA,NA,54.97100528,"High Syn",0.35,0.315789473684211,0.685714285714286,0.115384615384615,0.0388007054673721
"838",3844,"Tay","Spey",0.546666667,6.39e-05,1,0,25,2,0,15007,8005,14,11,0.56,NA,NA,NA,NA,NA,292403,753411,294691,819208,65.85198052,1149.4,1267.8,"7",355,0,5,5,1,1,0,0,0,2,0,0,0,0,0.466582261611248,0.0938485804416404,0.695,0.508474576271186,0.416666666666667,0.0634920634920636,0.514285714285714,0.0769230769230769,0,0.416666666666667,0.67741935483871,0.315068493150685,0.3,0.762857142857143,0.0638297872340425,0.260869565217391,0.0112359550561798,0,NA,NA,0,0.363636363636364,NA,NA,65.85198052,NA,0.35,0.315789473684211,0.67,0.08,0.0299823633156967
"840",3846,"Tay","Spey",0.603174603,1.6e-06,1,1,28,2,0,15007,8007,20,8,0.714285714,NA,NA,3,0.578947368,0.000195316,292403,753411,268761,796425,49.09262365,1149.4,400.4,"0,5",360,0,14,3,1,0,0,0,0,1,1,0,0,1,0.466448990471113,0.651871192341166,0.745833333333333,0.896610169491525,0.666666666666667,0.19047619047619,0.714285714285714,0.166666666666667,0.328571428571429,0.847222222222222,0.645161290322581,0.342105263157895,0.928571428571429,0.732258064516129,0.0681818181818182,0.217391304347826,0.539325842696629,0.0666666666666668,NA,NA,0.8,1,NA,NA,49.09262365,"High Syn",0.3,0.263157894736842,0.71304347826087,0.0416666666666666,0.320987654320988
"842",3848,"Tay","Dulnain",0.538461538,3.89e-05,1,0,27,2,0,15007,8009,10,17,0.37037037,0.441176471,0.013367514,NA,NA,NA,292403,753411,297722,824763,71.56679169,1149.4,272.2,"26",360,0,6,2,1,0,0,1,0,0,0,0,0,0,0.466315719330979,0.763272410791993,0.722727272727273,0.898305084745763,0.733333333333333,0.301587301587302,0.748571428571429,0.266666666666667,0,0.222222222222222,0.580645161290323,0.305555555555556,0.928571428571429,0.117021276595745,0.12,0.478260869565217,0.50561797752809,0.0285714285714285,NA,NA,0.6,0.142857142857143,NA,NA,71.56679169,"1",0.5,0.421052631578947,0.7,0.0217391304347826,0.417989417989418
"843",3849,"Tay","Spey",0.593333333,1.09e-05,1,0,25,2,0,15007,8010,14,11,0.56,NA,NA,NA,NA,NA,292403,753411,303282,826785,74.19406481,1149.4,1748.8,"5",331,0,5,3,4,0,0,1,0,1,0,0,0,0,0.466249083760912,0.343053173241852,0.678947368421053,0.355932203389831,0.2,0.0793650793650794,0.314285714285714,0.0769230769230769,0.125,0.166666666666667,0.612903225806452,0.285714285714286,0.333333333333333,0.843373493975904,0.0833333333333333,0.304347826086957,0.11,0.0142857142857143,NA,NA,0,0.416666666666667,NA,NA,74.19406481,NA,0.4,0.368421052631579,0.652631578947368,0,0.0211640211640212
"844",3853,"Tay","Kelvin",0.375661376,0.004617694,1,4,28,2,0,15007,84001,11,17,0.392857143,0.367647059,0.042170702,NA,NA,NA,292403,753411,255839,670532,90.6019548,1149.4,335.1,"35",319,0,7,2,1,0,0,0,0,0,0,0,1,1,0.821347364912322,0.708442123585727,0.557377049180328,0.852542372881356,0.7,0.333333333333333,0.768571428571429,0.516666666666667,0.142857142857143,0.781818181818182,0.483333333333333,0.838,0.99,0.511764705882353,0.0681818181818182,0.660869565217391,0.573033707865169,0.171428571428571,NA,NA,0.991666666666667,0.989393939393939,NA,NA,90.6019548,"1",0.35,0.315789473684211,0.590909090909091,0.804347826086957,0.512345679012346
"913",4119,"Dean Water","Ter",0.452631579,0.00474831,0,0,20,2,0,15008,37003,3,17,0.15,0.5,0.004507537,NA,NA,NA,334048,747954,578645,210753,590.4244653,177.1,77.8,"61",274,2,0,0,1,0,0,0,1,0,1,0,0,1,0.594411263951572,0.559322033898305,0.666666666666667,0.888461538461538,0.722857142857143,0.203389830508475,0.8,0.793333333333333,0.26,0.306666666666667,0.458333333333333,NA,0.111111111111111,0.9,0.258064516129032,0.677966101694915,0.103448275862069,0.184210526315789,0.426666666666667,0.0853658536585366,0.327272727272727,0.2,0.227272727272727,0.1,590.4244653,"2",0.321428571428571,0.329545454545455,0.673913043478261,0.530769230769231,0.806930693069307
"1176",5336,"Earn","Spey",0.409230769,0.002967964,0,0,26,2,0,16001,8005,10,16,0.384615385,0.366666667,0.051676895,NA,NA,NA,293313,716652,294691,819208,102.5890755,590.5,1267.8,"27",355,0,2,4,0,0,0,1,0,1,1,0,1,2,0.499718767577026,0.53391167192429,0.925,0.206896551724138,0.114285714285714,0.135593220338983,0.15,0.246153846153846,0.0666666666666665,0.958,0.736842105263158,0.547945205479452,0.833333333333333,0.6,0.0408163265306123,0.0555555555555556,0.363636363636364,0.1,NA,NA,0.705882352941176,0.56,NA,NA,102.5890755,"1",0.133333333333333,0.133333333333333,0.905,0.4,0.126363636363636
"1411",7900,"North Esk","Esk",0.757894737,1.8e-07,1,0,20,2,0,19004,19007,13,7,0.65,NA,NA,3,NA,NA,325208,661612,333828,672327,13.75618364,81.6,330,"0",335,0,12,1,0,0,0,0,0,0,0,0,0,0,0.000157836586520799,0.751515151515151,0.974615384615385,0.644444444444444,0.745454545454545,0.0185185185185185,0.726027397260274,0.107692307692308,0.0833333333333333,0.634782608695652,0.14,0.481481481481482,0.40625,0.703296703296703,0.0175438596491226,0.136363636363636,0.522727272727273,0,0.135135135135135,0.0121951219512194,0.25,0.454545454545455,0.444444444444445,0.448275862068965,13.75618364,"High Syn",0.115789473684211,0.123711340206186,0.967692307692308,0.107142857142857,0.303189842056364
"1412",7902,"North Esk","North Esk",0.847619048,2.01e-10,1,1,21,2,0,19004,19011,16,5,0.761904762,NA,NA,3,0.883333333,1.44e-08,325208,661612,333221,667577,9.992547379,81.6,137,"0",323,0,16,0,0,0,0,0,0,0,0,0,0,0,0.000368207879648641,0.401459854014598,0.776923076923077,0.304347826086956,0.569230769230769,0.0185185185185185,0.459459459459459,0,0.153846153846154,0.236363636363636,0.08,0.111111111111111,0.309090909090909,0.0879120879120879,0.0178571428571429,0.0833333333333334,0.432432432432432,0,0.0447761194029851,0.0246913580246914,0.142857142857143,0.307692307692308,0.444444444444445,0.43859649122807,9.992547379,"High Syn",0.0421052631578948,0.0515463917525774,0.753846153846154,0.0357142857142857,0.178832116788321
"1417",7945,"North Esk","Don",0.463157895,0.003782665,1,0,20,2,0,19004,27006,3,17,0.15,0.470588235,0.007921136,NA,NA,NA,325208,661612,438931,390954,293.6827723,81.6,373,"161",295,1,0,2,1,0,0,0,0,0,0,0,0,0,0.296304524920388,0.780160857908847,0.769230769230769,0.686274509803922,0.852631578947368,0.0925925925925927,0.770114942528736,0.0689655172413793,0.3125,0.261904761904762,0.28,0.296296296296296,0.81,0.197802197802198,0.25,0,0.588235294117647,0.244897959183674,0.189873417721519,0.1,0.836363636363636,0.861538461538462,0.222222222222222,0.319148936170213,293.6827723,"1",0.05,0.03,0.753846153846154,0.0714285714285714,0.114173228346457
"1476",9087,"Esk","North Esk",0.821052632,4.61e-09,0,1,20,2,0,19007,19011,16,4,0.8,NA,NA,3,0.85,1.02e-07,333828,672327,333221,667577,4.790140595,330,137,"0",236,0,14,2,0,0,0,0,0,0,0,0,0,0,0.000210404502656303,0.584848484848485,0.886206896551724,0.488888888888889,0.409090909090909,0,0.493150684931507,0.107692307692308,0.076923076923077,0.521739130434783,0.0652173913043479,0.416666666666667,0.140625,0.674698795180723,0.0350877192982455,0.208333333333333,0.159090909090909,0,0.0945945945945945,0.0365853658536585,0.125,0.212121212121212,0,0.0172413793103449,4.790140595,"High Syn",0.0769230769230769,0.0760869565217391,0.86875,0.0740740740740741,0.151440074326417
"1537",9525,"Esk","North Calder Water",0.495238095,0.001304693,0,0,21,2,0,19007,84019,10,11,0.476190476,NA,NA,NA,NA,NA,333828,672327,268097,662490,66.47930976,330,129.8,"29",303,0,9,1,0,0,0,0,0,0,0,0,0,0,0.773777359882884,0.606060606060606,0.746153846153846,0.466666666666667,0.154545454545455,0.132075471698113,0.479452054794521,0.538461538461538,0.325,0.71304347826087,0,0.307142857142857,0.753846153846154,0.892,0.421052631578947,0.473684210526316,0.136363636363636,0.155172413793103,0.0512820512820513,0.0681818181818182,0.76,0.78,0.112676056338028,0.183098591549296,66.47930976,NA,0.134020618556701,0.0860215053763441,0.7,0.4,0.557138432951378
"1565",10189,"Tyne","Birns Water",0.652631579,1.72e-05,0,0,20,2,0,20001,20005,13,7,0.65,NA,NA,3,NA,NA,359091,676808,345685,668715,15.66478132,307,93,"1",287,0,8,5,0,0,0,0,0,0,0,0,0,0,0.000199950012496841,0.697068403908795,0.76056338028169,0.672413793103448,0.51,0.0943396226415095,0.653846153846154,0.0566037735849056,0.0714285714285715,0.235294117647059,0.263157894736842,0.202247191011236,0.913333333333333,0.991428571428571,0.0925925925925927,0.0789473684210527,0.488372093023256,0,NA,NA,0.714285714285714,0.972222222222222,NA,NA,15.66478132,"High Syn",0.0657894736842105,0.0875,0.763888888888889,0.272727272727273,0.165692007797271
"1630",10930,"Tyne","Birns Water",0.694736842,3.32e-06,1,0,20,2,0,20003,20005,17,3,0.85,NA,NA,3,0.794117647,5.45e-07,345618,668891,345685,668715,0.188385095,161,93,"0",195,0,12,5,0,0,0,0,0,0,0,0,0,0,9.99750062484761e-05,0.422360248447205,0.028169014084507,0.366666666666667,0.183333333333333,0.0204081632653061,0.470588235294118,0,0.0714285714285715,0.204081632653061,0.184210526315789,0.404494382022472,0.87,0.985714285714286,0.0370370370370371,0.131578947368421,0.0434782608695652,0,NA,NA,0.615384615384615,0.955555555555555,NA,NA,0.188385095,"High Syn",0.0526315789473685,0.05,0.0277777777777778,0.181818181818182,0.00465116279069766
"1649",11455,"Birns Water","Tern",0.463157895,0.003782665,0,1,20,2,0,20005,54012,0,20,0,0.463157895,0.003782665,2,NA,NA,345685,668715,359180,312280,356.8124924,93,852,"69,5",330,12,0,0,0,0,0,0,0,0,0,0,0,0,0.629619343849515,0.890845070422535,0.366197183098592,0.86231884057971,0.125,0.314285714285714,0.485714285714286,0.22,0.485714285714286,0.0930232558139534,0.0952380952380952,0.953932584269663,0.981428571428571,0.314285714285714,0.129032258064516,0.631578947368421,0.592592592592593,0.209302325581395,NA,NA,0.95,0.993103448275862,NA,NA,356.8124924,"Depdep",0.0921052631578947,0.1,0.361111111111111,0.595454545454545,0.196261682242991
"1653",16873,"Tweed","Tweed",0.566666667,3.08e-05,0,0,25,2,0,21003,21005,22,3,0.88,NA,NA,3,0.497835498,0.000874542,325821,640017,320597,639747,5.232530512,694,373,"0",50,0,17,4,0,0,0,0,0,0,0,1,0,1,9.52154248988757e-05,0.462536023054755,0.0588235294117647,0.39375,0.387096774193548,0.0181818181818182,0.333333333333333,0,0.11764705882353,0.169230769230769,0.0566037735849058,0.0384615384615385,0.380952380952381,0.926470588235294,0.0192307692307693,0.1,0.14,0.151515151515151,NA,NA,0.578947368421053,0.36,NA,NA,5.232530512,"High Syn",0.153846153846154,0.0769230769230769,0.0588235294117647,0.111111111111111,0.0147058823529411
"1654",16874,"Tweed","Tweed",0.626666667,2.66e-06,0,1,25,2,0,21003,21006,21,4,0.84,NA,NA,3,0.561904762,0.000207597,325821,640017,349823,633376,24.91181646,694,1500,"0",243,0,19,2,0,0,0,0,0,0,0,0,0,0,0.000142816338189133,0.537333333333333,0.40625,0.578947368421053,0.523076923076923,0.0909090909090909,0.55,0,0.25,0.184615384615385,0.113207547169811,0.0740740740740742,0.154761904761905,0.675324675324675,0.0384615384615385,0.0526315789473685,0.404761904761905,0.0344827586206895,NA,NA,0.0952380952380952,0.0800000000000001,NA,NA,24.91181646,"High Syn",0.0833333333333334,0,0.4125,0.0588235294117647,0.0884718498659517
